주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,250,219,171,135,296
영업이익,33,-7,-78,-66,-8
영업이익(발표기준),33,-7,-78,-66,-8
세전계속사업이익,27,12,-72,-79,-79
당기순이익,30,10,-60,-105,-85
  당기순이익(지배),30,10,-60,-105,-85
  당기순이익(비지배),,,,,
자산총계,417,424,379,295,"1,094"
부채총계,92,102,117,124,655
자본총계,325,322,262,171,439
  자본총계(지배),325,322,262,171,439
  자본총계(비지배),,,,,
자본금,27,27,27,28,145
영업활동현금흐름,19,-20,-86,-43,-75
투자활동현금흐름,-48,15,-8,0,-618
재무활동현금흐름,86,17,50,18,979
CAPEX,54,5,7,6,4
FCF,-35,-24,-93,-50,-78
이자발생부채,63,76,89,100,616
영업이익률,13.37,-3.05,-45.56,-49.18,-2.62
순이익률,12.07,4.39,-35.10,-77.36,-28.74
ROE(%),9.80,2.97,-20.51,-48.29,-27.93
ROA(%),7.82,2.29,-14.92,-31.03,-12.26
부채비율,28.44,31.63,44.63,72.49,149.36
자본유보율,"1,168.75","1,194.62",968.55,596.44,315.79
EPS(원),140,44,-274,-468,-333
PER(배),25.39,41.02,N/A,N/A,N/A
BPS(원),"1,512","1,493","1,213",764,"1,518"
PBR(배),2.35,1.22,1.51,2.41,16.67
현금DPS(원),12,5,0,0,0
현금배당수익률,0.35,0.27,0.00,0.00,0.00
현금배당성향(%),8.72,11.23,0.00,0.00,0.00
발행주식수(보통주),"21,600,000","21,600,000","21,600,000","22,550,716","28,903,180"
