주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,150,167,177,194,252
영업이익,30,43,23,9,-112
영업이익(발표기준),30,43,23,9,-112
세전계속사업이익,32,33,-55,3,"-2,259"
당기순이익,29,26,-54,14,"-1,763"
  당기순이익(지배),29,26,-54,14,"-1,763"
  당기순이익(비지배),,,,,
자산총계,238,308,496,676,"1,347"
부채총계,144,189,220,306,840
자본총계,94,119,276,370,507
  자본총계(지배),94,119,276,370,507
  자본총계(비지배),,,,,
자본금,29,30,46,52,52
영업활동현금흐름,57,19,38,39,-113
투자활동현금흐름,-48,-3,71,-320,-86
재무활동현금흐름,9,17,14,136,444
CAPEX,41,55,78,316,81
FCF,17,-36,-40,-278,-194
이자발생부채,87,108,158,247,733
영업이익률,20.30,25.96,13.22,4.88,-44.50
순이익률,19.08,15.29,-30.57,7.33,-698.13
ROE(%),33.11,23.96,-27.36,4.41,-402.18
ROA(%),12.96,9.34,-13.43,2.43,-174.23
부채비율,152.90,159.16,79.86,82.80,165.90
자본유보율,192.24,282.86,567.37,678.87,936.51
EPS(원),56,49,-102,26,"-3,130"
PER(배),,,N/A,155.35,N/A
BPS(원),182,228,536,682,921
PBR(배),,,3.07,5.94,28.92
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"45,424,713","46,098,650","50,046,789","55,805,487","55,805,487"
