주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,460,273,238,150,345
영업이익,-10,-12,-49,-47,-10
영업이익(발표기준),-10,-12,-49,-47,-10
세전계속사업이익,-28,0,-44,-54,77
당기순이익,-29,-4,-57,-106,78
  당기순이익(지배),-28,1,-53,-92,78
  당기순이익(비지배),-1,-5,-3,-13,
자산총계,547,588,793,620,"1,142"
부채총계,101,122,380,296,561
자본총계,446,467,413,324,581
  자본총계(지배),442,443,392,330,581
  자본총계(비지배),3,24,21,-6,
자본금,29,29,29,29,37
영업활동현금흐름,-28,-27,-7,-48,9
투자활동현금흐름,-92,32,21,-191,-215
재무활동현금흐름,4,-3,100,90,456
CAPEX,13,6,8,57,83
FCF,-41,-34,-16,-105,-74
이자발생부채,54,52,128,101,475
영업이익률,-2.14,-4.21,-20.38,-31.43,-3.01
순이익률,-6.26,-1.32,-23.80,-70.59,22.69
ROE(%),-6.32,0.32,-12.79,-25.53,17.18
ROA(%),-5.14,-0.63,-8.21,-14.95,8.89
부채비율,22.73,26.03,91.93,91.44,96.46
자본유보율,"1,456.54","1,436.44","1,253.43","1,008.65","1,445.39"
EPS(원),-490,25,-933,"-1,594","1,232"
PER(배),N/A,559.04,N/A,N/A,8.81
BPS(원),"8,315","8,331","7,380","5,607","7,863"
PBR(배),2.22,1.68,1.73,2.08,1.38
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"5,722,695","5,722,695","5,722,695","5,890,771","7,441,731"
