주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,477,425,452,442,488
영업이익,-12,28,57,38,1
영업이익(발표기준),-12,28,57,38,1
세전계속사업이익,-14,33,63,39,11
당기순이익,-6,29,56,35,12
  당기순이익(지배),-6,29,56,35,12
  당기순이익(비지배),,,,,
자산총계,579,590,643,712,774
부채총계,87,77,82,125,183
자본총계,492,513,561,588,592
  자본총계(지배),492,513,561,588,592
  자본총계(비지배),,,,,
자본금,80,80,80,80,80
영업활동현금흐름,47,50,73,68,75
투자활동현금흐름,-13,-117,35,-121,-93
재무활동현금흐름,-17,-14,-13,-21,-10
CAPEX,4,2,5,5,3
FCF,43,47,68,63,72
이자발생부채,21,16,15,3,2
영업이익률,-2.51,6.53,12.70,8.55,0.24
순이익률,-1.16,6.88,12.35,7.98,2.40
ROE(%),-1.11,5.83,10.40,6.14,1.99
ROA(%),-0.92,5.01,9.06,5.20,1.58
부채비율,17.70,15.06,14.69,21.18,30.87
자본유보율,673.60,700.02,759.54,793.44,798.08
EPS(원),-34,182,348,219,73
PER(배),N/A,45.74,19.36,24.10,71.45
BPS(원),"3,060","3,192","3,490","3,660","3,683"
PBR(배),1.93,2.61,1.93,1.45,1.42
현금DPS(원),50,50,50,50,50
현금배당수익률,0.84,0.60,0.74,0.95,0.96
현금배당성향(%),-145.22,27.45,14.38,22.78,68.44
발행주식수(보통주),"16,062,409","16,062,409","16,062,409","16,062,409","16,062,409"
