주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,279,308,201,205,138
영업이익,28,20,13,9,4
영업이익(발표기준),28,20,13,9,4
세전계속사업이익,24,16,9,6,2
당기순이익,20,12,9,6,2
  당기순이익(지배),20,12,9,6,2
  당기순이익(비지배),,,,,
자산총계,628,643,584,555,567
부채총계,224,251,215,194,215
자본총계,404,391,369,361,352
  자본총계(지배),404,391,369,361,352
  자본총계(비지배),,,,,
자본금,86,86,86,86,86
영업활동현금흐름,5,18,4,11,-6
투자활동현금흐름,0,-33,0,15,-10
재무활동현금흐름,-10,-27,-23,-13,-6
CAPEX,0,9,0,0,0
FCF,5,9,4,11,-6
이자발생부채,130,120,122,122,131
영업이익률,9.92,6.37,6.38,4.62,2.86
순이익률,7.28,4.02,4.29,2.78,1.74
ROE(%),5.12,3.11,2.26,1.56,0.67
ROA(%),3.22,1.95,1.40,1.00,0.43
부채비율,55.46,64.19,58.41,53.80,61.14
자본유보율,366.29,375.27,361.13,358.83,351.33
EPS(원),119,72,50,33,14
PER(배),23.83,27.30,47.68,158.87,449.71
BPS(원),"2,357","2,282","2,151","2,105","2,053"
PBR(배),1.20,0.86,1.11,2.51,3.05
현금DPS(원),100,120,60,60,50
현금배당수익률,3.54,6.09,2.51,1.14,0.80
현금배당성향(%),84.34,166.30,119.69,180.53,358.62
발행주식수(보통주),"17,150,000","17,150,000","17,150,000","17,150,000","17,150,000"
