주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)"
매출액,"1,457","1,699","2,024","1,808","1,369","1,852","2,378"
영업이익,-186,-145,70,11,-81,60,143
영업이익(발표기준),-186,-145,70,11,-81,,
세전계속사업이익,-243,-103,97,-9,-40,340,150
당기순이익,-163,-83,62,-14,-12,235,113
  당기순이익(지배),-163,-83,62,-14,-12,235,113
  당기순이익(비지배),,,,,,,
자산총계,"5,025","4,997","5,020","4,936","4,938","5,110","5,340"
부채총계,521,637,628,564,593,560,700
자본총계,"4,504","4,360","4,393","4,372","4,345","4,550","4,640"
  자본총계(지배),"4,504","4,360","4,393","4,372","4,345",,
  자본총계(비지배),,,,,,,
자본금,143,143,143,143,143,140,140
영업활동현금흐름,107,-227,159,6,78,-60,-20
투자활동현금흐름,-254,179,-4,-66,-34,330,-60
재무활동현금흐름,-44,6,-64,-34,-34,-130,-30
CAPEX,5,60,29,139,33,340,50
FCF,102,-286,130,-133,45,280,-70
이자발생부채,193,232,201,201,201,,
영업이익률,-12.79,-8.54,3.45,0.62,-5.88,3.24,6.01
순이익률,-11.20,-4.91,3.05,-0.77,-0.89,12.69,4.75
ROE(%),-3.55,-1.88,1.41,-0.32,-0.28,,
ROA(%),-3.15,-1.66,1.23,-0.28,-0.25,4.68,2.16
부채비율,11.57,14.61,14.29,12.90,13.66,12.31,15.09
자본유보율,"3,144.26","3,047.40","3,066.65","3,052.02","3,033.17",,
EPS(원),-571,-291,216,-49,-42,822,395
PER(배),N/A,N/A,48.00,N/A,N/A,12.35,25.69
BPS(원),"16,126","15,612","15,728","15,653","15,557",,
PBR(배),0.62,0.73,0.66,0.47,0.51,,
현금DPS(원),100,100,100,100,100,100,100
현금배당수익률,1.00,0.88,0.97,1.37,1.25,0.99,0.99
현금배당성향(%),-17.11,-27.16,45.28,-200.91,-229.86,12.17,25.31
발행주식수(보통주),"28,600,000","28,600,000","28,600,000","28,600,000","28,600,000",,
