주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,240,251,251,248,240
영업이익,20,34,34,22,3
영업이익(발표기준),20,34,34,22,3
세전계속사업이익,16,37,28,15,8
당기순이익,16,32,25,15,9
  당기순이익(지배),16,32,25,15,9
  당기순이익(비지배),,,,,
자산총계,348,381,510,623,626
부채총계,45,51,163,260,256
자본총계,303,330,347,363,370
  자본총계(지배),303,330,347,363,370
  자본총계(비지배),,,,,
자본금,19,19,19,19,19
영업활동현금흐름,17,31,23,32,22
투자활동현금흐름,1,-28,-98,-156,-36
재무활동현금흐름,-6,-7,107,96,3
CAPEX,11,4,106,140,30
FCF,6,27,-83,-108,-8
이자발생부채,12,8,118,219,224
영업이익률,8.29,13.58,13.45,8.84,1.41
순이익률,6.48,12.63,9.83,6.12,3.61
ROE(%),5.25,10.02,7.30,4.28,2.36
ROA(%),4.43,8.70,5.54,2.68,1.39
부채비율,14.81,15.42,46.99,71.47,69.23
자본유보율,"1,494.55","1,637.33","1,726.96","1,810.96","1,847.40"
EPS(원),410,834,650,400,228
PER(배),25.89,21.10,24.45,40.54,62.97
BPS(원),"7,973","8,687","9,136","9,556","9,738"
PBR(배),1.33,2.03,1.74,1.70,1.47
현금DPS(원),85,85,85,85,75
현금배당수익률,0.80,0.48,0.53,0.52,0.52
현금배당성향(%),20.74,10.19,13.07,21.27,32.91
발행주식수(보통주),"3,800,000","3,800,000","3,800,000","3,800,000","3,800,000"
