주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,343,320,271,266,374
영업이익,30,31,15,31,68
영업이익(발표기준),30,31,15,31,68
세전계속사업이익,118,40,30,71,82
당기순이익,83,32,25,57,75
  당기순이익(지배),83,32,25,57,75
  당기순이익(비지배),,,,,
자산총계,592,589,615,662,737
부채총계,61,36,47,46,61
자본총계,531,553,568,615,676
  자본총계(지배),531,553,568,615,676
  자본총계(비지배),,,,,
자본금,50,50,50,50,100
영업활동현금흐름,-15,13,38,37,61
투자활동현금흐름,-48,-6,-27,-27,-43
재무활동현금흐름,-13,-11,-10,-10,-16
CAPEX,2,1,2,4,2
FCF,-17,11,36,33,59
이자발생부채,1,0,1,1,1
영업이익률,8.85,9.54,5.48,11.66,18.18
순이익률,24.10,10.08,9.38,21.43,20.14
ROE(%),16.76,5.96,4.54,9.62,11.68
ROA(%),14.61,5.47,4.23,8.92,10.78
부채비율,11.45,6.53,8.22,7.49,9.03
자본유보율,961.95,"1,006.20","1,037.10","1,130.94",575.57
EPS(원),413,161,127,285,377
PER(배),9.80,27.62,23.18,10.30,9.78
BPS(원),"2,655","2,765","2,843","3,077","3,378"
PBR(배),1.53,1.61,1.04,0.95,1.09
현금DPS(원),50,50,50,75,100
현금배당수익률,1.23,1.12,1.69,2.56,2.71
현금배당성향(%),12.10,30.96,39.29,26.35,26.53
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
