주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,441,427,408,291,309
영업이익,4,-4,-13,-66,-13
영업이익(발표기준),4,-4,-13,-66,-13
세전계속사업이익,1,-36,-26,-88,-90
당기순이익,1,-36,-27,-81,-93
  당기순이익(지배),1,-36,-27,-81,-93
  당기순이익(비지배),,,,,
자산총계,470,466,673,523,397
부채총계,168,222,205,187,176
자본총계,302,244,468,336,221
  자본총계(지배),302,244,468,336,221
  자본총계(비지배),,,,,
자본금,192,192,203,203,203
영업활동현금흐름,-5,-8,3,-35,-37
투자활동현금흐름,-7,-33,-38,-2,44
재무활동현금흐름,6,52,27,12,-10
CAPEX,7,4,4,3,7
FCF,-12,-12,-1,-38,-44
이자발생부채,92,127,101,105,103
영업이익률,0.87,-1.03,-3.28,-22.71,-4.19
순이익률,0.19,-8.39,-6.71,-27.96,-30.22
ROE(%),0.28,-13.11,-7.68,-20.24,-33.54
ROA(%),0.18,-7.65,-4.80,-13.60,-20.29
부채비율,55.59,90.73,43.91,55.82,79.74
자본유보율,32.24,12.49,45.17,5.21,-32.00
EPS(원),2,-93,-70,-200,-229
PER(배),"1,518.05",N/A,N/A,N/A,N/A
BPS(원),787,648,"1,171",840,553
PBR(배),4.21,4.73,2.89,2.98,2.40
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"38,391,781","38,391,781","40,693,679","40,693,679","40,693,679"
