주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,85,105,174,101,79
영업이익,-141,-104,-31,-127,-190
영업이익(발표기준),-141,-104,-31,-127,-190
세전계속사업이익,-165,-105,-118,-158,-215
당기순이익,-165,-107,-120,-160,-215
  당기순이익(지배),-165,-107,-120,-160,-215
  당기순이익(비지배),,,,,
자산총계,265,586,524,505,259
부채총계,73,199,236,144,97
자본총계,191,387,288,360,162
  자본총계(지배),191,387,288,360,162
  자본총계(비지배),,,,,
자본금,133,139,140,159,160
영업활동현금흐름,-114,-60,-2,-103,-171
투자활동현금흐름,-13,-204,-42,98,98
재무활동현금흐름,0,416,-5,106,-70
CAPEX,7,4,11,2,1
FCF,-121,-64,-13,-105,-172
이자발생부채,5,117,147,52,38
영업이익률,-166.64,-99.16,-17.74,-125.79,-239.09
순이익률,-194.47,-102.26,-69.28,-157.59,-271.64
ROE(%),-68.05,-37.03,-35.69,-49.20,-82.51
ROA(%),-48.95,-25.17,-21.71,-31.02,-56.42
부채비율,38.37,51.45,81.77,40.05,59.99
자본유보율,-1.23,125.82,47.42,87.13,-36.57
EPS(원),-571,-355,-392,-482,-613
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),720,"1,395","1,031","1,138",508
PBR(배),8.01,16.48,11.10,8.96,16.41
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,0.00
발행주식수(보통주),"29,434,476","29,548,309","30,035,042","33,613,032","33,824,206"
