주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,348","1,614","1,829","1,509","2,035"
영업이익,84,63,91,115,223
영업이익(발표기준),84,63,91,115,223
세전계속사업이익,64,58,111,164,28
당기순이익,56,48,90,127,8
  당기순이익(지배),56,48,90,127,8
  당기순이익(비지배),,,,,
자산총계,"1,423","1,674","1,564","1,504","3,068"
부채총계,442,657,473,317,"1,506"
자본총계,981,"1,017","1,091","1,187","1,561"
  자본총계(지배),981,"1,017","1,091","1,187","1,561"
  자본총계(비지배),,,,,
자본금,106,106,106,106,124
영업활동현금흐름,42,-92,179,201,99
투자활동현금흐름,-5,169,-77,-118,169
재무활동현금흐름,53,-72,-23,-109,"1,066"
CAPEX,40,73,5,19,9
FCF,2,-165,175,181,90
이자발생부채,200,148,142,64,791
영업이익률,6.19,3.92,5.00,7.65,10.95
순이익률,4.15,3.00,4.90,8.44,0.39
ROE(%),6.01,4.85,8.50,11.19,0.58
ROA(%),4.19,3.13,5.54,8.30,0.35
부채비율,44.99,64.58,43.35,26.75,96.48
자본유보율,825.67,857.33,926.07,"1,037.91","1,109.69"
EPS(원),274,229,424,603,37
PER(배),17.25,12.49,8.78,6.90,288.82
BPS(원),"4,648","4,817","5,167","5,854","6,534"
PBR(배),1.02,0.59,0.72,0.71,1.65
현금DPS(원),70,70,70,100,100
현금배당수익률,1.48,2.44,1.88,2.40,0.93
현금배당성향(%),26.45,30.52,16.49,15.91,301.23
발행주식수(보통주),"21,115,634","21,115,634","21,115,634","21,115,634","24,738,634"
