주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,527","1,955","1,283","1,486","1,717","2,224","2,452","2,565"
영업이익,71,106,-100,-98,15,184,210,224
영업이익(발표기준),71,106,-100,-98,15,,,
세전계속사업이익,51,87,-111,-110,28,,,
당기순이익,43,74,-96,-94,26,,,
  당기순이익(지배),40,72,-96,-94,24,142,165,180
  당기순이익(비지배),3,1,0,0,2,,,
자산총계,"1,189","1,450","1,374","1,356","1,646",,,
부채총계,724,842,878,958,"1,123",,,
자본총계,465,608,497,398,523,,,
  자본총계(지배),456,599,487,387,510,,,
  자본총계(비지배),9,,10,11,13,,,
자본금,68,106,106,109,121,,,
영업활동현금흐름,98,132,114,-6,77,,,
투자활동현금흐름,-145,-261,-159,-94,-131,,,
재무활동현금흐름,65,171,33,86,8,,,
CAPEX,132,245,146,78,139,,,
FCF,-34,-113,-32,-85,-62,,,
이자발생부채,420,557,616,697,666,,,
영업이익률,4.63,5.40,-7.76,-6.57,0.90,8.27,8.56,8.73
순이익률,2.83,3.77,-7.51,-6.29,1.54,,,
ROE(%),9.40,13.73,-17.75,-21.42,5.36,,,
ROA(%),3.82,5.59,-6.82,-6.85,1.76,,,
부채비율,155.70,138.31,176.65,240.84,214.63,,,
자본유보율,499.71,387.15,283.10,192.69,224.58,,,
EPS(원),199,343,-455,-439,105,587,682,744
PER(배),17.06,8.38,N/A,N/A,74.53,10.84,9.33,8.55
BPS(원),"2,246","2,829","2,301","1,779","2,107",,,
PBR(배),1.51,1.01,0.92,1.33,3.70,,,
현금DPS(원),0,60,0,0,,,,
현금배당수익률,0.00,2.09,0.00,0.00,,,,
현금배당성향(%),0.00,17.52,0.00,0.00,,,,
발행주식수(보통주),"20,311,446","21,156,039","21,156,039","21,769,590","24,209,753",,,
