주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,302","2,202","2,055","2,026","3,246","4,386","5,376","5,370"
영업이익,257,408,238,223,739,"1,233","1,606","1,655"
영업이익(발표기준),257,408,238,223,739,,,
세전계속사업이익,297,338,215,175,842,"1,286","1,677","1,715"
당기순이익,274,207,108,99,632,975,"1,293","1,325"
  당기순이익(지배),276,192,58,35,604,943,"1,250","1,295"
  당기순이익(비지배),-2,15,50,64,28,,,
자산총계,"2,658","2,735","2,784","2,940","3,829","4,667","5,977","7,305"
부채총계,347,367,331,450,722,660,737,810
자본총계,"2,312","2,367","2,453","2,490","3,107","4,007","5,240","6,500"
  자본총계(지배),"2,300","2,340","2,376","2,349","2,935","3,807","5,000","6,235"
  자본총계(비지배),12,,77,141,172,,,
자본금,115,115,115,115,115,110,110,110
영업활동현금흐름,-209,298,521,173,725,"1,070","1,380","1,520"
투자활동현금흐름,67,-300,-485,-128,-661,-357,-353,-280
재무활동현금흐름,-43,-43,-59,-40,7,-47,-53,-65
CAPEX,87,273,136,159,147,133,160,160
FCF,-296,26,385,14,577,880,"1,210","1,430"
이자발생부채,0,0,48,64,72,,,
영업이익률,19.77,18.53,11.59,11.00,22.77,28.11,29.87,30.82
순이익률,21.04,9.40,5.26,4.87,19.47,22.23,24.06,24.67
ROE(%),12.52,8.27,2.45,1.47,22.86,27.98,28.39,23.05
ROA(%),10.83,7.67,3.92,3.45,18.67,22.95,24.30,19.95
부채비율,14.99,15.53,13.49,18.05,23.22,16.47,14.06,12.46
자본유보율,"2,018.58","2,021.65","2,019.37","2,011.14","2,502.27",,,
EPS(원),"1,204",838,252,152,"2,635","4,116","5,456","5,651"
PER(배),17.52,12.77,65.56,219.26,19.62,10.39,7.84,7.56
BPS(원),"10,308","10,467","10,618","10,501","13,091","16,977","22,299","27,807"
PBR(배),2.05,1.02,1.55,3.18,3.95,2.52,1.92,1.54
현금DPS(원),230,230,230,230,270,257,257,270
현금배당수익률,1.09,2.15,1.39,0.69,0.52,0.60,0.60,0.63
현금배당성향(%),18.60,26.79,89.22,147.63,10.02,6.24,4.70,4.78
발행주식수(보통주),"22,916,042","22,916,042","22,916,042","22,916,042","22,916,042",,,
