주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,134","2,708","3,168","3,209","3,212"
영업이익,46,90,78,42,-12
영업이익(발표기준),46,90,78,42,-12
세전계속사업이익,28,70,90,46,-80
당기순이익,18,37,69,27,-80
  당기순이익(지배),14,45,61,24,-85
  당기순이익(비지배),4,-8,9,3,5
자산총계,"1,481","1,500","1,721","2,218","2,251"
부채총계,765,752,937,"1,437","1,557"
자본총계,716,748,784,781,695
  자본총계(지배),662,692,719,718,621
  자본총계(비지배),54,,65,63,74
자본금,80,80,80,80,80
영업활동현금흐름,38,11,-29,-27,163
투자활동현금흐름,31,235,33,-214,-93
재무활동현금흐름,3,-8,11,378,-146
CAPEX,10,5,7,4,8
FCF,28,7,-37,-32,155
이자발생부채,16,27,99,467,402
영업이익률,2.14,3.32,2.47,1.31,-0.39
순이익률,0.83,1.38,2.19,0.84,-2.48
ROE(%),2.15,6.63,8.58,3.36,-12.67
ROA(%),1.24,2.51,4.31,1.36,-3.56
부채비율,106.75,100.47,119.50,183.97,224.05
자본유보율,823.42,865.15,917.57,921.58,797.22
EPS(원),88,279,377,150,-528
PER(배),60.89,14.52,18.48,46.58,N/A
BPS(원),"4,425","4,597","4,869","4,931","4,259"
PBR(배),1.21,0.88,1.43,1.42,2.05
현금DPS(원),50,100,120,80,50
현금배당수익률,0.93,2.47,1.72,1.14,0.57
현금배당성향(%),52.90,33.55,29.27,48.23,-8.60
발행주식수(보통주),"16,075,215","16,075,215","16,075,215","16,075,215","16,075,215"
