주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"5,287","6,402","5,481","4,852","6,088"
영업이익,"1,031",652,240,285,558
영업이익(발표기준),"1,031",652,240,285,558
세전계속사업이익,"1,044",593,130,233,637
당기순이익,775,421,98,182,464
  당기순이익(지배),775,421,98,182,464
  당기순이익(비지배),,,,,
자산총계,"3,919","4,724","4,694","5,432","7,545"
부채총계,"1,054","1,740","1,673","2,255","3,930"
자본총계,"2,864","2,984","3,021","3,178","3,615"
  자본총계(지배),"2,864","2,984","3,021","3,178","3,615"
  자본총계(비지배),,,,,
자본금,504,504,504,504,504
영업활동현금흐름,131,307,-217,313,-898
투자활동현금흐름,-450,-83,-326,-189,-475
재무활동현금흐름,-310,-180,312,401,"1,085"
CAPEX,1,6,4,0,3
FCF,129,300,-221,312,-902
이자발생부채,163,23,400,886,"2,021"
영업이익률,19.50,10.18,4.38,5.87,9.17
순이익률,14.65,6.58,1.80,3.74,7.62
ROE(%),31.06,14.41,3.28,5.86,13.67
ROA(%),19.26,9.75,2.09,3.59,7.15
부채비율,36.81,58.33,55.38,70.96,108.72
자본유보율,469.47,507.61,519.50,548.41,632.80
EPS(원),768,417,98,180,460
PER(배),2.96,4.46,12.19,8.33,3.62
BPS(원),"2,839","2,957","2,994","3,149","3,583"
PBR(배),0.80,0.63,0.40,0.48,0.46
현금DPS(원),40,40,30,40,40
현금배당수익률,1.76,2.15,2.52,2.67,2.40
현금배당성향(%),5.21,9.58,30.73,22.21,8.69
발행주식수(보통주),"100,894,865","100,894,865","100,894,865","100,894,865","100,894,865"
