주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,342,"1,115","1,454","1,635","2,118"
영업이익,2,99,77,43,102
영업이익(발표기준),2,99,77,43,102
세전계속사업이익,3,15,42,32,82
당기순이익,4,30,86,8,48
  당기순이익(지배),4,35,33,-60,1
  당기순이익(비지배),0,-5,54,68,48
자산총계,380,"1,896","1,970","2,129","2,370"
부채총계,142,"1,460","1,297","1,369",999
자본총계,238,436,673,760,"1,371"
  자본총계(지배),227,396,566,574,"1,083"
  자본총계(비지배),11,,107,186,288
자본금,54,88,96,101,139
영업활동현금흐름,-14,28,88,43,89
투자활동현금흐름,-6,-308,-34,-100,-86
재무활동현금흐름,52,480,-64,84,71
CAPEX,1,13,51,7,19
FCF,-15,15,37,37,70
이자발생부채,10,413,586,633,318
영업이익률,0.60,8.85,5.32,2.66,4.80
순이익률,1.17,2.66,5.94,0.51,2.28
ROE(%),1.59,11.12,6.78,-10.50,0.11
ROA(%),1.20,2.60,4.47,0.41,2.15
부채비율,59.41,335.00,192.70,179.99,72.85
자본유보율,317.10,368.82,473.63,459.63,659.64
EPS(원),38,208,178,-299,4
PER(배),225.05,30.82,31.80,N/A,"3,846.20"
BPS(원),"2,121","2,257","2,941","2,847","3,885"
PBR(배),4.00,2.85,1.92,1.84,3.55
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,714,305","17,568,594","19,259,533","20,175,243","27,867,828"
