주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,558","2,580","2,467","2,420","2,583"
영업이익,31,31,35,29,20
영업이익(발표기준),31,31,35,29,20
세전계속사업이익,-31,1,4,-61,14
당기순이익,-37,-4,-4,-67,8
  당기순이익(지배),-37,-4,-4,-67,10
  당기순이익(비지배),0,1,0,0,-2
자산총계,"1,447","1,715","1,829","1,826","1,919"
부채총계,"1,010","1,303","1,434","1,371","1,175"
자본총계,438,412,396,455,744
  자본총계(지배),427,400,383,443,726
  자본총계(비지배),10,,12,12,18
자본금,96,96,96,108,196
영업활동현금흐름,33,-103,-5,154,-43
투자활동현금흐름,-51,16,-2,-33,29
재무활동현금흐름,-46,96,45,-23,-54
CAPEX,13,9,5,6,20
FCF,21,-112,-10,148,-64
이자발생부채,466,545,624,567,260
영업이익률,1.22,1.20,1.40,1.20,0.77
순이익률,-1.46,-0.15,-0.14,-2.76,0.30
ROE(%),-9.70,-1.06,-1.01,-16.13,1.67
ROA(%),-2.48,-0.24,-0.20,-3.65,0.41
부채비율,230.57,316.47,362.48,301.29,157.91
자본유보율,377.90,356.24,344.25,324.05,296.44
EPS(원),-159,-17,-16,-249,26
PER(배),N/A,N/A,N/A,N/A,111.93
BPS(원),"1,724","1,613","1,546","1,583","1,871"
PBR(배),2.16,1.43,1.09,1.59,1.58
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"25,194,148","25,194,148","25,194,148","28,377,849","39,215,380"
