주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,324,520,180,167,620
영업이익,14,-36,-38,-6,-15
영업이익(발표기준),14,-36,-38,-6,-15
세전계속사업이익,29,-10,-189,229,891
당기순이익,31,-44,-177,159,656
  당기순이익(지배),31,-44,-177,159,633
  당기순이익(비지배),,,,,24
자산총계,"1,181","1,538","1,424","1,908","7,831"
부채총계,344,640,555,697,"2,470"
자본총계,837,898,870,"1,211","5,361"
  자본총계(지배),837,898,870,"1,211","2,682"
  자본총계(비지배),,,,,"2,679"
자본금,119,132,172,232,451
영업활동현금흐름,31,-23,-16,6,40
투자활동현금흐름,-57,-324,-21,-111,-15
재무활동현금흐름,-6,337,37,127,"1,183"
CAPEX,13,14,0,0,13
FCF,18,-37,-16,6,27
이자발생부채,263,420,378,362,"1,345"
영업이익률,4.36,-6.94,-20.91,-3.57,-2.34
순이익률,9.65,-8.56,-98.26,95.04,105.80
ROE(%),3.95,-5.13,-20.04,15.25,32.50
ROA(%),2.76,-3.27,-11.96,9.52,13.48
부채비율,41.12,71.29,63.77,57.58,46.07
자본유보율,591.15,557.07,387.15,426.57,496.41
EPS(원),139,-163,-531,303,807
PER(배),20.34,N/A,N/A,5.20,1.65
BPS(원),"3,518","2,757","2,143","1,984","2,655"
PBR(배),0.80,1.00,0.90,0.79,0.50
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,0.00
발행주식수(보통주),"23,796,632","26,461,139","34,467,280","46,483,619","90,107,661"
