주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,606","1,600","1,866","1,669","1,673"
영업이익,240,155,252,55,-153
영업이익(발표기준),240,155,252,55,-153
세전계속사업이익,241,145,193,166,-195
당기순이익,205,146,196,75,-104
  당기순이익(지배),125,88,105,-10,-166
  당기순이익(비지배),80,58,91,85,62
자산총계,"2,301","2,612","2,902","3,171","3,439"
부채총계,364,554,670,594,936
자본총계,"1,938","2,058","2,232","2,577","2,503"
  자본총계(지배),"1,413","1,485","1,579","1,866","1,741"
  자본총계(비지배),524,,653,711,762
자본금,111,111,111,114,114
영업활동현금흐름,261,250,306,32,-77
투자활동현금흐름,-94,-503,-193,-192,-300
재무활동현금흐름,-33,148,-24,147,277
CAPEX,33,116,66,87,149
FCF,228,135,240,-54,-226
이자발생부채,53,202,239,271,515
영업이익률,14.93,9.69,13.51,3.31,-9.14
순이익률,12.76,9.12,10.50,4.49,-6.19
ROE(%),9.39,6.04,6.82,-0.56,-9.18
ROA(%),9.41,5.94,7.11,2.47,-3.14
부채비율,18.78,26.92,30.00,23.04,37.41
자본유보율,"1,138.97","1,264.92","1,344.45","1,555.79","1,428.66"
EPS(원),566,396,473,-43,-727
PER(배),27.28,95.95,75.30,N/A,N/A
BPS(원),"6,603","6,938","7,375","8,457","7,889"
PBR(배),2.34,5.48,4.83,9.71,5.50
현금DPS(원),50,50,50,,
현금배당수익률,0.32,0.13,0.14,,
현금배당성향(%),8.55,12.23,10.24,0.00,
발행주식수(보통주),"22,105,813","22,105,813","22,105,813","22,768,041","22,768,041"
