주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,967,"1,261","1,683","1,610","1,465"
영업이익,67,65,91,68,56
영업이익(발표기준),67,65,91,68,56
세전계속사업이익,71,94,99,12,53
당기순이익,58,74,81,6,38
  당기순이익(지배),58,68,67,30,44
  당기순이익(비지배),0,6,14,-24,-6
자산총계,"1,142","1,272","1,424","1,460","1,654"
부채총계,445,443,494,376,501
자본총계,698,829,930,"1,083","1,153"
  자본총계(지배),662,744,806,870,939
  자본총계(비지배),36,,125,214,214
자본금,83,83,83,83,84
영업활동현금흐름,131,96,1,173,139
투자활동현금흐름,-127,-174,16,25,-104
재무활동현금흐름,-36,-18,-1,-31,73
CAPEX,86,87,32,27,29
FCF,45,8,-31,145,110
이자발생부채,228,208,187,116,199
영업이익률,6.93,5.17,5.38,4.24,3.80
순이익률,6.03,5.89,4.83,0.38,2.56
ROE(%),9.02,9.69,8.65,3.57,4.87
ROA(%),5.68,6.15,6.03,0.43,2.41
부채비율,63.78,53.50,53.11,34.72,43.44
자본유보율,717.58,824.92,895.58,977.76,"1,051.79"
EPS(원),355,418,411,184,269
PER(배),11.55,10.65,10.92,33.53,17.96
BPS(원),"4,119","4,686","5,077","5,549","5,920"
PBR(배),1.00,0.95,0.88,1.11,0.82
현금DPS(원),60,50,50,50,50
현금배당수익률,1.46,1.12,1.11,0.81,1.04
현금배당성향(%),16.67,11.66,11.84,26.17,18.00
발행주식수(보통주),"16,295,828","16,295,828","16,295,828","16,295,828","16,448,909"
