주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,805,284,232,253,394
영업이익,-3,-36,-106,-109,-40
영업이익(발표기준),-3,-36,-106,-109,-40
세전계속사업이익,-188,-62,-14,-375,298
당기순이익,"6,701",12,-46,-423,236
  당기순이익(지배),"6,694",12,-27,-421,217
  당기순이익(비지배),7,-1,-19,-2,19
자산총계,"2,318","2,832","2,977","2,713","3,371"
부채총계,485,476,829,"1,078","1,498"
자본총계,"1,833","2,356","2,148","1,636","1,873"
  자본총계(지배),"1,818","2,338","2,148","1,638","1,856"
  자본총계(비지배),15,,0,-2,17
자본금,67,109,109,109,109
영업활동현금흐름,148,-54,-41,-84,-16
투자활동현금흐름,"-1,073",159,-208,27,-59
재무활동현금흐름,-54,-68,189,200,348
CAPEX,203,153,180,224,34
FCF,-54,-207,-221,-308,-49
이자발생부채,176,298,655,854,"1,158"
영업이익률,-0.37,-12.72,-45.70,-42.91,-10.06
순이익률,832.81,4.11,-19.87,-166.90,59.84
ROE(%),348.19,0.59,-1.22,-22.23,12.41
ROA(%),167.95,0.45,-1.58,-14.87,7.75
부채비율,26.47,20.21,38.61,65.87,80.00
자본유보율,"12,776.49","8,441.33","8,290.47","7,830.72","8,031.42"
EPS(원),"42,257",58,-130,"-2,063","1,063"
PER(배),0.18,72.83,N/A,N/A,13.97
BPS(원),"14,966","12,073","11,675","8,903","10,088"
PBR(배),0.50,0.35,0.87,0.92,1.47
현금DPS(원),0,0,0,0,100
현금배당수익률,0.00,0.00,0.00,0.00,0.67
현금배당성향(%),0.07,18.35,0.00,0.00,8.48
발행주식수(보통주),"11,930,928","20,394,221","20,394,221","20,394,221","20,394,221"
