주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,546","1,436","2,389","2,067","2,009"
영업이익,171,135,173,43,-50
영업이익(발표기준),171,135,173,43,-50
세전계속사업이익,91,8,120,-113,-27
당기순이익,69,29,60,-78,-26
  당기순이익(지배),47,35,100,-77,-26
  당기순이익(비지배),23,-6,-40,-2,0
자산총계,"2,210","2,326","2,802","2,820","3,345"
부채총계,"1,290","1,410","1,826","1,854","2,266"
자본총계,920,916,976,966,"1,079"
  자본총계(지배),947,972,"1,072",971,"1,080"
  자본총계(비지배),-28,,-96,-5,-1
자본금,113,113,113,118,122
영업활동현금흐름,385,205,62,107,-45
투자활동현금흐름,-290,-251,-279,-232,-183
재무활동현금흐름,-98,38,269,98,272
CAPEX,240,146,263,229,142
FCF,145,60,-200,-122,-187
이자발생부채,983,"1,056","1,348","1,377","1,775"
영업이익률,11.07,9.41,7.26,2.09,-2.50
순이익률,4.49,2.01,2.52,-3.80,-1.28
ROE(%),5.25,3.67,9.79,-7.51,-2.55
ROA(%),3.11,1.27,2.34,-2.79,-0.84
부채비율,140.29,154.01,187.18,191.99,209.97
자본유보율,848.28,874.90,967.20,842.02,858.21
EPS(원),213,156,444,-316,-105
PER(배),30.48,28.15,16.68,N/A,N/A
BPS(원),"4,271","4,479","4,938","4,062","4,354"
PBR(배),1.52,0.98,1.50,2.89,1.99
현금DPS(원),0,30,30,0,
현금배당수익률,0.00,0.68,0.41,0.00,
현금배당성향(%),0.00,18.46,6.51,0.00,
발행주식수(보통주),"22,560,627","22,560,627","22,560,627","23,675,951","24,383,997"
