주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,874,987,822,988,"1,134"
영업이익,39,11,1,-16,28
영업이익(발표기준),39,11,1,-16,28
세전계속사업이익,33,2,-9,-30,27
당기순이익,29,10,1,-28,25
  당기순이익(지배),29,10,1,-28,25
  당기순이익(비지배),,,,,
자산총계,762,737,731,763,751
부채총계,370,342,339,404,347
자본총계,393,395,392,359,404
  자본총계(지배),393,395,392,359,404
  자본총계(비지배),,,,,
자본금,46,46,46,46,47
영업활동현금흐름,-50,-5,78,-7,23
투자활동현금흐름,-70,21,-21,-13,-7
재무활동현금흐름,128,-28,-9,2,10
CAPEX,20,7,10,9,9
FCF,-70,-12,69,-15,14
이자발생부채,187,169,164,171,166
영업이익률,4.48,1.10,0.18,-1.57,2.47
순이익률,3.34,1.04,0.18,-2.84,2.19
ROE(%),9.86,2.60,0.38,-7.46,6.53
ROA(%),4.15,1.37,0.20,-3.75,3.29
부채비율,94.18,86.47,86.28,112.74,86.02
자본유보율,762.55,768.28,768.50,702.89,782.30
EPS(원),383,113,16,-308,273
PER(배),65.80,98.50,557.30,N/A,52.04
BPS(원),"4,316","4,344","4,325","3,992","4,407"
PBR(배),5.84,2.56,2.11,2.24,3.22
현금DPS(원),100,0,0,0,
현금배당수익률,0.40,0.00,0.00,0.00,
현금배당성향(%),31.12,0.00,0.00,0.00,
발행주식수(보통주),"9,103,140","9,103,140","9,103,140","9,103,140","9,303,140"
