주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,321","1,346","1,402","1,330","1,336"
영업이익,-133,63,23,109,159
영업이익(발표기준),-133,63,23,109,159
세전계속사업이익,19,297,168,290,390
당기순이익,-35,238,114,224,298
  당기순이익(지배),-16,227,127,212,254
  당기순이익(비지배),-19,11,-13,12,44
자산총계,"3,376","3,663","3,796","4,028","4,204"
부채총계,661,750,819,877,872
자본총계,"2,715","2,913","2,976","3,151","3,332"
  자본총계(지배),"2,392","2,586","2,666","2,830","2,993"
  자본총계(비지배),323,,310,322,338
자본금,20,60,60,60,60
영업활동현금흐름,89,231,166,236,301
투자활동현금흐름,30,-119,-27,347,-55
재무활동현금흐름,-72,-48,-142,-129,-177
CAPEX,122,99,29,30,31
FCF,-32,132,137,206,269
이자발생부채,3,0,96,153,123
영업이익률,-10.08,4.72,1.65,8.17,11.90
순이익률,-2.67,17.69,8.14,16.85,22.30
ROE(%),-0.68,9.12,4.83,7.71,8.74
ROA(%),-1.01,6.76,3.06,5.73,7.24
부채비율,24.34,25.75,27.53,27.81,26.18
자본유보율,"12,202.19","4,459.34","4,597.93","4,866.81","5,177.44"
EPS(원),-138,"1,905","1,064","1,777","2,134"
PER(배),N/A,5.18,11.14,6.50,6.26
BPS(원),"20,174","21,814","22,486","23,867","25,244"
PBR(배),0.53,0.45,0.53,0.48,0.53
현금DPS(원),236,400,450,600,600
현금배당수익률,2.21,4.06,3.80,5.19,4.49
현금배당성향(%),-168.06,20.88,42.09,33.59,27.97
발행주식수(보통주),"11,920,959","11,920,959","11,920,959","11,920,959","11,920,959"
