주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,50,49,14,14,11
영업이익,-14,-16,-44,-47,-36
영업이익(발표기준),-14,-16,-44,-47,-36
세전계속사업이익,-69,-14,-42,-45,-40
당기순이익,-69,-14,-42,-45,-40
  당기순이익(지배),-69,-14,-42,-45,-40
  당기순이익(비지배),,,,,
자산총계,85,107,105,160,217
부채총계,36,35,45,39,118
자본총계,49,71,60,121,99
  자본총계(지배),49,71,60,121,99
  자본총계(비지배),,,,,
자본금,69,78,84,102,107
영업활동현금흐름,-17,-25,-28,-45,-22
투자활동현금흐름,-7,-4,-12,-71,11
재무활동현금흐름,31,34,35,107,64
CAPEX,6,3,12,12,1
FCF,-22,-28,-40,-57,-24
이자발생부채,12,10,17,19,44
영업이익률,-27.36,-33.06,-312.46,-335.97,-319.48
순이익률,-138.13,-29.86,-298.61,-323.37,-351.41
ROE(%),-116.17,-24.05,-64.38,-50.26,-36.39
ROA(%),-72.78,-15.12,-39.81,-34.19,-21.20
부채비율,72.80,49.66,76.03,32.63,119.51
자본유보율,-38.26,-17.97,-38.85,10.33,-15.68
EPS(원),-967,-99,-260,-228,-192
PER(배),,,,N/A,N/A
BPS(원),357,458,357,594,461
PBR(배),0.00,0.00,0.00,6.24,8.25
현금DPS(원),0,0,0,0,
현금배당수익률,,,,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"13,760,160","15,560,160","16,760,160","20,365,160","21,389,160"
