주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,025","4,738","6,157","6,412","4,326"
영업이익,291,280,-90,71,86
영업이익(발표기준),291,280,-90,71,86
세전계속사업이익,285,294,-60,103,154
당기순이익,216,212,-76,67,120
  당기순이익(지배),236,217,-81,69,116
  당기순이익(비지배),-20,-6,5,-2,4
자산총계,"2,577","2,464","2,891","3,120","3,131"
부채총계,"1,208",875,"1,407","1,591","1,522"
자본총계,"1,369","1,589","1,484","1,529","1,608"
  자본총계(지배),"1,384","1,610","1,501","1,548","1,624"
  자본총계(비지배),-15,,-17,-19,-15
자본금,53,53,53,53,53
영업활동현금흐름,-14,-77,-498,-71,433
투자활동현금흐름,-72,-12,10,-21,-110
재무활동현금흐름,-6,51,354,78,-305
CAPEX,32,32,15,46,36
FCF,-46,-109,-512,-117,397
이자발생부채,40,116,522,624,353
영업이익률,4.83,5.91,-1.45,1.10,1.99
순이익률,3.58,4.46,-1.23,1.05,2.77
ROE(%),18.52,14.53,-5.21,4.55,7.35
ROA(%),9.27,8.39,-2.83,2.24,3.84
부채비율,88.23,55.07,94.80,104.03,94.65
자본유보율,"2,559.31","2,925.07","2,715.86","2,819.02","3,002.29"
EPS(원),"2,245","2,065",-770,658,"1,106"
PER(배),5.52,4.45,N/A,9.17,6.41
BPS(원),"13,833","16,090","15,001","15,473","16,231"
PBR(배),0.90,0.57,0.53,0.39,0.44
현금DPS(원),250,300,150,200,250
현금배당수익률,2.02,3.26,1.88,3.31,3.53
현금배당성향(%),10.58,13.80,-18.52,28.86,21.47
발행주식수(보통주),"10,530,000","10,530,000","10,530,000","10,530,000","10,530,000"
