주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,333","1,527","1,412","1,383","1,525"
영업이익,6,5,57,9,-34
영업이익(발표기준),6,5,57,9,-34
세전계속사업이익,-30,-14,39,-40,-113
당기순이익,-21,-9,35,-36,-87
  당기순이익(지배),-27,-11,32,-34,-86
  당기순이익(비지배),6,2,4,-2,-1
자산총계,"2,312","2,277","2,335","2,333","2,240"
부채총계,"1,398","1,198","1,191","1,240","1,216"
자본총계,914,"1,079","1,143","1,094","1,024"
  자본총계(지배),887,"1,049","1,105","1,060",992
  자본총계(비지배),26,,38,33,32
자본금,89,149,149,149,149
영업활동현금흐름,-3,23,239,140,-55
투자활동현금흐름,-143,-126,-101,-84,-70
재무활동현금흐름,265,-17,-98,-46,42
CAPEX,142,192,92,100,58
FCF,-145,-169,147,40,-113
이자발생부채,"1,143",997,942,921,960
영업이익률,0.48,0.35,4.04,0.68,-2.20
순이익률,-1.60,-0.58,2.51,-2.60,-5.69
ROE(%),-3.13,-1.15,2.94,-3.12,-8.38
ROA(%),-0.99,-0.39,1.54,-1.54,-3.79
부채비율,153.00,110.97,104.23,113.36,118.71
자본유보율,898.58,600.90,623.21,601.56,558.68
EPS(원),-141,-41,106,-113,-288
PER(배),N/A,N/A,15.68,N/A,N/A
BPS(원),"4,128","3,546","3,736","3,583","3,353"
PBR(배),0.48,0.39,0.44,0.53,0.69
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"21,796,899","29,891,328","29,891,328","29,891,328","29,891,328"
