주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,905,850,887,869,877
영업이익,61,11,16,20,9
영업이익(발표기준),61,11,16,20,9
세전계속사업이익,47,-3,3,-60,-12
당기순이익,40,-1,6,-55,-13
  당기순이익(지배),40,-1,6,-55,-12
  당기순이익(비지배),0,0,0,0,0
자산총계,"1,313","1,272","1,256","1,161","1,150"
부채총계,615,586,541,510,521
자본총계,698,686,715,651,629
  자본총계(지배),701,690,719,655,633
  자본총계(비지배),-4,,-4,-4,-4
자본금,76,76,76,76,76
영업활동현금흐름,118,55,46,58,53
투자활동현금흐름,-86,-48,-45,-31,-61
재무활동현금흐름,15,-40,-23,-5,10
CAPEX,125,48,44,28,57
FCF,-7,6,2,31,-5
이자발생부채,463,446,378,368,386
영업이익률,6.75,1.31,1.77,2.30,1.04
순이익률,4.42,-0.08,0.66,-6.33,-1.43
ROE(%),5.92,-0.07,0.85,-7.99,-1.94
ROA(%),3.09,-0.05,0.46,-4.55,-1.09
부채비율,88.17,85.36,75.56,78.34,82.85
자본유보율,839.00,824.09,851.10,766.05,736.89
EPS(원),267,-3,40,-363,-82
PER(배),19.02,N/A,235.33,N/A,N/A
BPS(원),"4,730","4,654","4,755","4,330","4,184"
PBR(배),1.07,1.03,1.96,2.31,1.68
현금DPS(원),75,75,75,75,75
현금배당수익률,1.48,1.57,0.81,0.75,1.07
현금배당성향(%),27.58,"-2,197.56",189.78,-20.66,-91.00
발행주식수(보통주),"15,125,000","15,125,000","15,125,000","15,125,000","15,125,000"
