주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,894,852,848,745,"1,004"
영업이익,141,126,95,42,140
영업이익(발표기준),141,126,95,42,140
세전계속사업이익,220,172,127,38,311
당기순이익,206,145,96,56,259
  당기순이익(지배),209,146,96,56,258
  당기순이익(비지배),-3,-1,0,0,1
자산총계,"1,616","1,629","1,641","1,648","2,283"
부채총계,231,167,172,168,285
자본총계,"1,385","1,463","1,469","1,480","1,998"
  자본총계(지배),"1,379","1,457","1,465","1,480","1,696"
  자본총계(비지배),6,,5,,301
자본금,96,96,96,96,96
영업활동현금흐름,62,63,120,153,153
투자활동현금흐름,524,-283,-141,208,-823
재무활동현금흐름,-27,-64,-85,-56,545
CAPEX,23,27,31,28,55
FCF,39,36,89,125,97
이자발생부채,0,0,23,18,25
영업이익률,15.80,14.79,11.20,5.57,13.96
순이익률,23.06,16.96,11.27,7.51,25.76
ROE(%),16.24,10.29,6.57,3.80,16.23
ROA(%),13.80,8.91,5.85,3.40,13.16
부채비율,16.67,11.39,11.68,11.39,14.27
자본유보율,"1,427.86","1,547.52","1,598.75","1,632.34","1,875.81"
EPS(원),"1,085",758,499,291,"1,340"
PER(배),6.11,8.27,11.20,15.86,4.96
BPS(원),"7,626","8,328","8,725","9,027","10,580"
PBR(배),0.87,0.75,0.64,0.51,0.63
현금DPS(원),150,180,190,150,250
현금배당수익률,2.26,2.87,3.40,3.25,3.76
현금배당성향(%),12.99,21.60,33.22,43.92,15.55
발행주식수(보통주),"19,238,905","19,238,905","19,238,905","19,238,905","19,238,905"
