주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,267,266,287,328,347
영업이익,51,36,23,46,55
영업이익(발표기준),51,36,23,46,55
세전계속사업이익,44,38,29,38,59
당기순이익,34,27,16,26,41
  당기순이익(지배),34,28,17,26,42
  당기순이익(비지배),0,-1,-1,0,0
자산총계,485,527,576,584,628
부채총계,152,176,169,180,184
자본총계,333,351,407,404,444
  자본총계(지배),332,349,405,403,443
  자본총계(비지배),1,,2,2,1
자본금,107,107,107,107,107
영업활동현금흐름,46,26,20,38,67
투자활동현금흐름,3,43,-18,9,-194
재무활동현금흐름,-8,-7,42,-30,-17
CAPEX,4,3,3,3,10
FCF,42,22,17,36,57
이자발생부채,0,0,2,8,4
영업이익률,19.03,13.54,8.10,14.02,15.94
순이익률,12.65,10.30,5.52,7.96,11.93
ROE(%),10.60,8.19,4.42,6.51,9.86
ROA(%),7.14,5.41,2.87,4.50,6.83
부채비율,45.50,50.17,41.60,44.48,41.34
자본유보율,266.79,286.39,315.13,331.82,313.57
EPS(원),160,130,78,123,202
PER(배),40.65,30.77,57.61,51.89,52.89
BPS(원),"1,801","1,891","2,072","2,129","2,339"
PBR(배),3.60,2.11,2.16,2.99,4.57
현금DPS(원),46,46,46,61,70
현금배당수익률,0.71,1.15,1.03,0.96,0.65
현금배당성향(%),24.75,30.45,53.92,43.87,31.81
발행주식수(보통주),"21,459,249","21,459,249","21,459,249","21,459,249","19,000,000"
