주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,021","7,600","7,174","7,449","9,324","11,302","13,173","15,848"
영업이익,902,841,585,668,"1,049","1,367","1,626","1,866"
영업이익(발표기준),902,841,585,668,"1,049",,,
세전계속사업이익,894,706,509,520,742,"1,308","1,576","1,844"
당기순이익,622,510,434,403,560,"1,055","1,271","1,375"
  당기순이익(지배),342,351,277,235,395,979,"1,177","1,386"
  당기순이익(비지배),280,159,157,168,165,,,
자산총계,"12,241","12,298","14,406","15,864","17,709","18,863","20,522","23,507"
부채총계,"5,636","5,513","7,629","8,854","9,666","9,757","10,140","11,997"
자본총계,"6,605","6,785","6,777","7,011","8,043","9,106","10,382","11,510"
  자본총계(지배),"4,824","5,164","5,297","5,553","6,274","7,360","8,710","10,195"
  자본총계(비지배),"1,781",,"1,480","1,458","1,769",,,
자본금,77,77,106,106,106,108,108,106
영업활동현금흐름,912,"1,162",396,"1,364","1,209","1,808","2,262","2,380"
투자활동현금흐름,-762,"-1,193","-1,654","-1,822","-1,419","-1,285",-367,-823
재무활동현금흐름,-350,28,"1,241",734,42,"2,096","1,808",-130
CAPEX,291,315,450,"1,434","1,011","1,020","1,520",
FCF,622,846,-54,-70,198,958,"1,296","1,860"
이자발생부채,"2,964","3,040","5,164","6,052","6,242",,,
영업이익률,12.85,11.06,8.15,8.97,11.25,12.10,12.34,11.78
순이익률,8.86,6.71,6.05,5.41,6.01,9.33,9.65,8.68
ROE(%),7.26,7.02,5.30,4.33,6.68,14.36,14.65,14.67
ROA(%),5.11,4.15,3.25,2.66,3.34,5.77,6.45,6.25
부채비율,85.33,81.25,112.58,126.28,120.18,107.15,97.67,104.23
자본유보율,"10,121.57","10,535.35","7,701.12","7,951.25","8,400.11",,,
EPS(원),"1,694","1,736","1,371","1,162","1,955","4,846","5,826","6,863"
PER(배),13.29,11.78,12.36,42.68,50.54,17.37,14.45,12.27
BPS(원),"27,762","29,464","30,228","30,387","34,328","40,266","47,653","55,780"
PBR(배),0.81,0.69,0.56,1.63,2.88,2.09,1.77,1.51
현금DPS(원),249,178,150,,,0,0,0
현금배당수익률,1.11,0.87,0.88,,,0.00,0.00,0.00
현금배당성향(%),11.80,8.33,9.49,0.00,,,,
발행주식수(보통주),"20,198,382","20,198,382","20,198,382","20,198,382","20,201,177",,,
