주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,986,"1,012",993,"1,042","1,199"
영업이익,74,61,59,56,68
영업이익(발표기준),74,61,59,56,68
세전계속사업이익,76,91,63,64,105
당기순이익,59,71,49,50,82
  당기순이익(지배),59,71,49,50,82
  당기순이익(비지배),,,,,
자산총계,"1,195","1,284","1,385","1,453","1,706"
부채총계,190,234,315,358,549
자본총계,"1,005","1,049","1,070","1,096","1,156"
  자본총계(지배),"1,005","1,049","1,070","1,096","1,156"
  자본총계(비지배),,,,,
자본금,50,75,75,75,75
영업활동현금흐름,46,117,60,19,15
투자활동현금흐름,-49,-117,-109,79,-226
재무활동현금흐름,6,-1,41,-27,160
CAPEX,52,36,18,35,175
FCF,-6,82,42,-15,-160
이자발생부채,30,57,128,129,317
영업이익률,7.56,6.04,5.93,5.35,5.70
순이익률,6.00,7.01,4.92,4.76,6.86
ROE(%),5.98,6.90,4.61,4.58,7.30
ROA(%),5.04,5.72,3.66,3.50,5.21
부채비율,18.87,22.35,29.38,32.63,47.52
자본유보율,"1,900.55","1,292.21","1,320.34","1,358.47","1,448.15"
EPS(원),394,473,326,331,548
PER(배),13.15,9.47,15.81,19.69,14.40
BPS(원),"6,702","6,995","7,136","7,329","7,778"
PBR(배),0.77,0.64,0.72,0.89,1.01
현금DPS(원),180,185,140,100,130
현금배당수익률,3.47,4.13,2.72,1.54,1.65
현금배당성향(%),45.68,39.15,42.99,30.14,23.51
발행주식수(보통주),"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000"
