주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,46,41,63,85,103
영업이익,3,-52,-43,-10,-3
영업이익(발표기준),3,-52,-43,-10,-3
세전계속사업이익,5,-83,-66,-25,-17
당기순이익,4,-72,-66,-25,-17
  당기순이익(지배),4,-72,-66,-25,-17
  당기순이익(비지배),,,,,
자산총계,254,354,307,312,324
부채총계,15,140,157,190,128
자본총계,239,214,150,122,196
  자본총계(지배),239,214,150,122,196
  자본총계(비지배),,,,,
자본금,25,25,25,25,28
영업활동현금흐름,12,-20,-3,0,9
투자활동현금흐름,23,-183,1,-13,-6
재무활동현금흐름,10,163,-4,17,-1
CAPEX,85,93,30,5,8
FCF,-73,-113,-34,-5,1
이자발생부채,0,90,106,142,80
영업이익률,6.02,-125.20,-67.87,-12.29,-3.13
순이익률,9.85,-174.12,-105.86,-28.91,-16.46
ROE(%),1.91,-31.63,-36.52,-18.08,-10.61
ROA(%),1.80,-23.54,-20.09,-7.95,-5.31
부채비율,6.42,65.58,104.97,155.10,65.35
자본유보율,846.81,733.85,308.67,211.00,530.62
EPS(원),91,"-1,430","-1,325",-491,-323
PER(배),293.60,N/A,N/A,N/A,N/A
BPS(원),"4,794","4,265","2,989","2,441","3,499"
PBR(배),5.55,3.24,3.38,5.65,4.39
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"4,985,765","5,016,165","5,016,165","5,016,165","5,602,556"
