주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,076","1,214","1,713","2,320","1,910","1,600","1,745","1,903"
영업이익,152,202,284,378,349,327,375,419
영업이익(발표기준),152,202,284,378,349,,,
세전계속사업이익,155,209,293,395,366,441,400,445
당기순이익,135,164,236,309,290,346,315,350
  당기순이익(지배),135,164,236,309,290,346,315,350
  당기순이익(비지배),0,0,0,,,,,
자산총계,928,"1,084","1,542","1,631","1,786","2,118","2,388","2,694"
부채총계,160,185,445,263,205,203,210,218
자본총계,769,900,"1,097","1,368","1,581","1,915","2,178","2,476"
  자본총계(지배),768,899,"1,097","1,368","1,581","1,915","2,178","2,476"
  자본총계(비지배),0,0,0,,,,,
자본금,65,65,65,65,65,65,65,65
영업활동현금흐름,171,166,488,207,246,439,322,351
투자활동현금흐름,-5,-152,-145,-280,-212,-38,-51,-54
재무활동현금흐름,-41,-20,-72,-69,-99,-3,-55,-55
CAPEX,20,20,9,12,10,8,9,10
FCF,150,146,479,194,237,,,
이자발생부채,12,19,40,23,14,,,
영업이익률,14.17,16.62,16.56,16.29,18.30,20.44,21.49,22.02
순이익률,12.56,13.51,13.77,13.34,15.17,21.63,18.05,18.39
ROE(%),19.03,19.68,23.63,25.11,19.65,19.79,15.39,15.04
ROA(%),16.29,16.29,17.96,19.50,16.96,17.72,13.98,13.77
부채비율,20.77,20.53,40.59,19.26,12.96,10.60,9.64,8.80
자본유보율,"1,105.18","1,307.83","1,600.36","2,012.79","2,339.32",,,
EPS(원),"1,033","1,255","1,804","2,366","2,216","2,646","2,409","2,677"
PER(배),13.16,12.19,13.22,13.00,11.85,7.10,7.80,7.02
BPS(원),"5,957","6,972","8,461","10,554","12,201","14,776","16,806","19,105"
PBR(배),2.28,2.19,2.82,2.91,2.15,1.27,1.12,0.98
현금DPS(원),230,320,400,600,,400,400,400
현금배당수익률,1.69,2.09,1.68,1.95,,2.13,2.13,2.13
현금배당성향(%),21.96,25.16,21.98,25.13,,15.12,16.60,14.94
발행주식수(보통주),"13,074,822","13,074,822","13,074,822","13,074,822","13,074,822",,,
