주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,530,493,515,511,722
영업이익,-2,-46,-34,-3,1
영업이익(발표기준),-2,-46,-34,-3,1
세전계속사업이익,-20,-48,-163,-36,61
당기순이익,-22,-58,-185,-68,78
  당기순이익(지배),-22,-58,-185,-68,78
  당기순이익(비지배),0,,,,
자산총계,360,521,418,417,754
부채총계,135,337,193,204,309
자본총계,225,184,225,213,445
  자본총계(지배),225,184,225,213,445
  자본총계(비지배),,,,,
자본금,71,73,85,110,148
영업활동현금흐름,-64,-25,-59,10,-11
투자활동현금흐름,-57,-89,-61,19,-23
재무활동현금흐름,86,242,-14,49,28
CAPEX,25,41,28,6,19
FCF,-89,-66,-87,4,-29
이자발생부채,49,249,107,97,83
영업이익률,-0.32,-9.39,-6.66,-0.51,0.17
순이익률,-4.22,-11.68,-35.97,-13.22,10.87
ROE(%),-13.14,-28.15,-90.55,-30.81,23.82
ROA(%),-6.84,-13.08,-39.45,-16.17,13.39
부채비율,59.69,183.29,85.71,95.56,69.38
자본유보율,275.50,240.86,233.54,148.92,222.04
EPS(원),-165,-395,"-1,122",-367,297
PER(배),N/A,N/A,N/A,N/A,13.71
BPS(원),"1,580","1,262","1,319",972,"1,508"
PBR(배),4.67,4.89,3.09,4.19,2.70
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"14,266,629","14,571,042","17,067,619","21,962,565","29,534,345"
