주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,871,657,524,458,635
영업이익,47,28,10,-44,23
영업이익(발표기준),47,28,10,-44,23
세전계속사업이익,12,24,2,-73,-85
당기순이익,12,24,-14,-67,-93
  당기순이익(지배),12,24,-14,-67,-93
  당기순이익(비지배),,,,,
자산총계,738,667,783,"1,031","1,230"
부채총계,403,317,321,525,723
자본총계,335,350,462,505,507
  자본총계(지배),335,350,462,505,507
  자본총계(비지배),,,,,
자본금,87,87,104,114,234
영업활동현금흐름,111,87,36,-44,21
투자활동현금흐름,0,-41,-181,-99,-438
재무활동현금흐름,-67,-3,116,339,266
CAPEX,22,36,60,123,26
FCF,89,51,-24,-167,-5
이자발생부채,213,213,208,361,592
영업이익률,5.42,4.22,1.88,-9.57,3.62
순이익률,1.34,3.63,-2.63,-14.55,-14.63
ROE(%),3.59,6.97,-3.40,-13.79,-18.35
ROA(%),1.62,3.40,-1.90,-7.35,-8.22
부채비율,120.46,90.69,69.58,103.95,142.44
자본유보율,150.35,167.19,235.78,240.58,52.65
EPS(원),34,69,-39,-152,-200
PER(배),29.83,19.45,N/A,N/A,N/A
BPS(원),999,"1,044","1,141","1,135","1,084"
PBR(배),1.03,1.28,1.98,2.23,1.41
현금DPS(원),12,15,0,0,0
현금배당수익률,1.22,1.12,0.00,0.00,0.00
현금배당성향(%),34.51,20.29,0.00,0.00,
발행주식수(보통주),"34,733,526","34,733,526","41,679,526","45,782,090","46,794,262"
