주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,928","7,918","8,671","11,619","18,988","25,490","28,151","31,307"
영업이익,455,558,473,942,"3,696","4,824","5,384","6,274"
영업이익(발표기준),455,558,473,942,"3,696",,,
세전계속사업이익,484,592,469,909,"3,807","4,908","5,524","6,425"
당기순이익,471,490,385,725,"2,964","3,885","4,359","5,055"
  당기순이익(지배),471,490,385,725,"2,964","3,884","4,359","5,055"
  당기순이익(비지배),,,,,,,,
자산총계,"5,443","6,076","6,297","7,506","11,725","15,495","19,376","23,641"
부채총계,"1,321","1,609","1,575","2,183","3,722","4,706","5,420","6,164"
자본총계,"4,122","4,466","4,722","5,323","8,003","10,790","13,955","17,477"
  자본총계(지배),"4,122","4,466","4,722","5,323","8,003","10,790","13,955","17,477"
  자본총계(비지배),,,,,,,,
자본금,81,81,81,81,81,81,81,81
영업활동현금흐름,325,274,207,830,"4,215","3,611","4,863","5,059"
투자활동현금흐름,"-2,059","1,318","-1,172",-754,"-3,613",-883,-623,-962
재무활동현금흐름,-146,-114,-163,-166,-253,-889,"-1,104","-1,228"
CAPEX,30,124,104,173,310,162,167,160
FCF,295,150,103,657,"3,905","3,791","4,186","4,705"
이자발생부채,0,0,99,82,75,,,
영업이익률,6.57,7.05,5.45,8.11,19.47,18.93,19.13,20.04
순이익률,6.79,6.18,4.44,6.24,15.61,15.24,15.48,16.14
ROE(%),11.87,11.40,8.39,14.44,44.49,41.33,35.23,32.16
ROA(%),9.14,8.50,6.23,10.51,30.83,28.54,25.00,23.50
부채비율,32.04,36.04,33.36,41.02,46.51,43.61,38.84,35.27
자본유보율,"4,948.85","5,397.94","5,711.99","6,451.03","9,741.40",,,
EPS(원),"2,894","3,010","2,370","4,459","18,225","23,881","26,799","31,078"
PER(배),18.28,11.16,16.80,13.05,9.18,5.21,4.64,4.00
BPS(원),"25,345","27,460","29,033","32,727","49,208","66,340","85,801","107,458"
PBR(배),2.09,1.22,1.37,1.78,3.40,1.87,1.45,1.16
현금DPS(원),700,830,830,"1,350","5,400","6,695","7,365","8,672"
현금배당수익률,1.32,2.47,2.09,2.32,3.23,5.39,5.93,6.98
현금배당성향(%),24.19,27.57,35.03,30.27,29.63,28.03,27.48,27.90
발행주식수(보통주),"16,264,300","16,264,300","16,264,300","16,264,300","16,264,300",,,
