주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,574,581,516,437,468
영업이익,1,9,17,11,23
영업이익(발표기준),1,9,17,11,23
세전계속사업이익,2,-16,27,17,29
당기순이익,-2,-16,23,13,13
  당기순이익(지배),-1,-17,21,11,11
  당기순이익(비지배),-1,1,1,2,2
자산총계,654,624,666,693,717
부채총계,130,112,132,140,148
자본총계,524,513,534,553,570
  자본총계(지배),514,502,522,538,553
  자본총계(비지배),10,,12,14,17
자본금,115,115,115,115,115
영업활동현금흐름,32,12,128,34,39
투자활동현금흐름,-2,8,-121,-73,-8
재무활동현금흐름,-10,-5,-5,-6,-9
CAPEX,7,1,2,19,1
FCF,25,11,126,15,38
이자발생부채,5,0,13,33,25
영업이익률,0.25,1.62,3.35,2.56,5.00
순이익률,-0.31,-2.76,4.41,2.97,2.87
ROE(%),-0.21,-3.32,4.17,2.06,2.03
ROA(%),-0.26,-2.51,3.52,1.91,1.91
부채비율,24.86,21.80,24.65,25.32,25.90
자본유보율,349.94,335.22,352.93,363.79,385.16
EPS(원),-5,-73,93,47,48
PER(배),N/A,N/A,26.06,94.08,101.86
BPS(원),"2,233","2,180","2,270","2,341","2,403"
PBR(배),1.47,1.03,1.07,1.91,2.04
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"23,000,000","23,000,000","23,000,000","23,000,000","23,000,000"
