주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,519","2,643","2,708","2,011","2,692"
영업이익,24,34,-58,37,-2
영업이익(발표기준),24,34,-58,37,-2
세전계속사업이익,-27,49,-169,14,7
당기순이익,-50,2,-207,-1,-1
  당기순이익(지배),-10,-11,-20,0,0
  당기순이익(비지배),-40,13,-187,-1,0
자산총계,"2,117","2,254","1,539","1,439","1,312"
부채총계,"1,167","1,253",896,807,642
자본총계,950,"1,002",643,632,669
  자본총계(지배),667,661,651,640,669
  자본총계(비지배),283,,-8,-8,0
자본금,97,97,100,100,104
영업활동현금흐름,40,-193,263,160,-226
투자활동현금흐름,-99,-147,-23,-129,0
재무활동현금흐름,80,281,-96,-54,136
CAPEX,18,43,60,,0
FCF,22,-236,204,160,-227
이자발생부채,204,371,67,23,102
영업이익률,0.94,1.30,-2.13,1.84,-0.09
순이익률,-1.98,0.09,-7.64,-0.03,-0.03
ROE(%),-1.53,-1.59,-2.99,0.01,-0.03
ROA(%),-2.50,0.11,-10.91,-0.04,-0.05
부채비율,122.80,125.06,139.32,127.62,95.93
자본유보율,571.98,604.24,585.66,585.74,578.16
EPS(원),-54,-55,-101,0,-1
PER(배),N/A,N/A,N/A,"8,943.91",N/A
BPS(원),"3,447","3,412","3,257","3,291","3,298"
PBR(배),0.92,0.54,0.59,1.11,1.37
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"19,362,573","19,362,573","19,980,102","19,980,102","20,816,746"
