주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,182,70,119,118,89
영업이익,47,-24,-127,-119,-139
영업이익(발표기준),47,-24,-127,-119,-139
세전계속사업이익,23,-51,-382,-177,-332
당기순이익,-152,-51,-467,-220,-346
  당기순이익(지배),-152,-51,-453,-213,-308
  당기순이익(비지배),0,0,-14,-7,-38
자산총계,481,728,900,982,"1,414"
부채총계,336,395,659,501,514
자본총계,145,334,241,481,901
  자본총계(지배),142,330,255,478,950
  자본총계(비지배),3,3,-14,3,-49
자본금,43,63,79,102,209
영업활동현금흐름,49,-17,-114,-110,-126
투자활동현금흐름,4,-100,-188,-95,-539
재무활동현금흐름,-75,286,329,134,573
CAPEX,26,3,235,90,506
FCF,23,-21,-349,-201,-632
이자발생부채,265,252,403,275,172
영업이익률,26.03,-33.75,-106.76,-100.54,-156.26
순이익률,-83.67,-72.47,-394.02,-185.62,-389.56
ROE(%),-74.78,-21.60,-154.82,-58.12,-43.13
ROA(%),-27.79,-8.44,-57.40,-23.36,-28.92
부채비율,231.46,118.41,273.30,104.02,57.00
자본유보율,22.32,284.81,202.57,336.98,313.29
EPS(원),"-1,190",-328,"-2,204",-761,-803
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,105","1,763","1,074","1,560","2,272"
PBR(배),3.61,2.80,6.00,5.99,1.81
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"12,881,241","18,764,269","23,729,920","30,693,348","41,838,569"
