주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,612,754,560,587,776
영업이익,18,36,-5,-37,38
영업이익(발표기준),18,36,-5,-37,38
세전계속사업이익,8,35,-8,-48,30
당기순이익,5,35,-12,-52,29
  당기순이익(지배),5,35,-12,-52,29
  당기순이익(비지배),,,,,
자산총계,521,645,687,599,525
부채총계,277,350,327,227,119
자본총계,243,295,360,372,406
  자본총계(지배),243,295,360,372,406
  자본총계(비지배),,,,,
자본금,103,107,132,164,166
영업활동현금흐름,-6,-34,-37,157,71
투자활동현금흐름,-27,-10,-13,-20,-18
재무활동현금흐름,23,23,52,-17,-25
CAPEX,7,7,9,11,1
FCF,-13,-41,-46,146,70
이자발생부채,158,171,140,71,49
영업이익률,2.92,4.83,-0.83,-6.38,4.91
순이익률,0.80,4.69,-2.17,-8.78,3.74
ROE(%),2.03,13.15,-3.72,-14.08,7.45
ROA(%),0.98,6.07,-1.83,-8.01,5.16
부채비율,113.95,118.74,90.80,61.02,29.25
자본유보율,148.05,185.92,182.80,134.60,151.96
EPS(원),24,169,-52,-180,88
PER(배),83.60,10.32,N/A,N/A,17.56
BPS(원),"1,185","1,377","1,371","1,138","1,226"
PBR(배),1.68,1.26,1.17,1.15,1.26
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"20,567,273","21,441,058","26,299,866","32,708,336","33,132,064"
