주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,019","1,046","1,011",886,870
영업이익,54,32,2,20,21
영업이익(발표기준),54,32,2,20,21
세전계속사업이익,48,47,-40,17,21
당기순이익,41,41,-41,41,20
  당기순이익(지배),40,41,-41,41,20
  당기순이익(비지배),1,1,0,1,0
자산총계,946,"1,128","1,082","1,053","1,127"
부채총계,666,827,804,732,738
자본총계,280,301,277,321,389
  자본총계(지배),269,295,273,316,383
  자본총계(비지배),11,,5,5,6
자본금,64,64,67,67,74
영업활동현금흐름,9,9,13,48,7
투자활동현금흐름,-48,-30,-78,-54,-39
재무활동현금흐름,-6,158,-32,-29,27
CAPEX,10,8,6,8,11
FCF,-1,1,7,40,-4
이자발생부채,331,434,452,452,439
영업이익률,5.32,3.01,0.17,2.20,2.42
순이익률,4.02,3.96,-4.02,4.67,2.35
ROE(%),18.50,14.45,-14.31,13.85,5.73
ROA(%),4.47,4.00,-3.67,3.88,1.88
부채비율,237.91,275.25,289.92,228.02,189.83
자본유보율,218.67,255.95,209.29,274.28,318.28
EPS(원),307,316,-312,302,139
PER(배),20.10,11.91,N/A,13.44,27.10
BPS(원),"2,086","2,290","2,030","2,342","2,590"
PBR(배),2.96,1.64,2.00,1.74,1.45
현금DPS(원),25,25,15,35,35
현금배당수익률,0.40,0.66,0.37,0.86,0.93
현금배당성향(%),8.13,7.91,-4.96,11.58,25.85
발행주식수(보통주),"12,900,000","12,900,000","13,429,618","13,480,276","14,773,572"
