주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,603","1,760","1,839","2,086","2,464","2,790","3,068","3,197"
영업이익,219,239,296,489,419,455,541,613
영업이익(발표기준),219,239,296,489,419,,,
세전계속사업이익,27,200,244,456,403,442,531,605
당기순이익,32,155,166,355,249,336,403,459
  당기순이익(지배),29,153,166,355,249,332,405,462
  당기순이익(비지배),2,2,0,0,0,,,
자산총계,"2,983","3,156","3,472","4,863","4,933","6,051","6,577","7,176"
부채총계,"1,286","1,287","1,408","1,737","1,558","1,640","1,763","1,902"
자본총계,"1,697","1,869","2,063","3,126","3,376","4,411","4,814","5,274"
  자본총계(지배),"1,643","1,824","2,058","3,121","3,376","4,408","4,813","5,275"
  자본총계(비지배),54,,5,5,,,,
자본금,179,183,192,233,233,273,273,273
영업활동현금흐름,93,328,291,620,390,545,592,683
투자활동현금흐름,-76,-70,-271,-773,-202,-673,-227,-232
재무활동현금흐름,-6,-67,12,601,-69,701,27,28
CAPEX,153,146,239,27,259,650,200,200
FCF,-60,182,53,594,131,-105,392,483
이자발생부채,975,906,977,"1,043",933,,,
영업이익률,13.67,13.56,16.10,23.47,16.98,16.31,17.63,19.17
순이익률,1.97,8.80,9.05,17.02,10.11,12.04,13.14,14.36
ROE(%),1.91,8.82,8.58,13.72,7.67,8.53,8.78,9.16
ROA(%),1.05,5.04,5.02,8.52,5.08,6.12,6.38,6.68
부채비율,75.76,68.84,68.24,55.57,46.15,37.18,36.62,36.06
자본유보율,811.90,894.02,970.34,"1,240.78","1,349.36",,,
EPS(원),84,421,441,885,535,713,870,992
PER(배),85.41,15.00,18.88,12.66,20.74,14.31,11.73,10.28
BPS(원),"4,592","4,983","5,361","6,702","7,249","9,610","10,493","11,500"
PBR(배),1.56,1.27,1.55,1.67,1.53,1.06,0.97,0.89
현금DPS(원),0,0,0,,,0,0,0
현금배당수익률,0.00,0.00,0.00,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"35,779,733","36,599,388","38,391,282","46,563,612","46,563,612",,,
