주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,576","1,367","1,418","1,415","1,500"
영업이익,141,-14,70,93,25
영업이익(발표기준),141,-14,70,93,25
세전계속사업이익,91,24,92,79,61
당기순이익,69,18,74,70,48
  당기순이익(지배),69,18,74,70,48
  당기순이익(비지배),,,,,
자산총계,"1,882","1,842","1,877","2,019","2,115"
부채총계,375,324,291,378,430
자본총계,"1,507","1,518","1,585","1,641","1,684"
  자본총계(지배),"1,507","1,518","1,585","1,641","1,684"
  자본총계(비지배),,,,,
자본금,43,43,43,43,43
영업활동현금흐름,116,54,194,165,44
투자활동현금흐름,30,-205,-176,-50,3
재무활동현금흐름,-60,-43,-51,67,-21
CAPEX,69,119,18,93,53
FCF,47,-65,176,72,-9
이자발생부채,103,68,35,29,20
영업이익률,8.93,-1.05,4.97,6.55,1.68
순이익률,4.41,1.35,5.19,4.95,3.20
ROE(%),4.69,1.22,4.75,4.35,2.89
ROA(%),3.64,0.99,3.96,3.60,2.33
부채비율,24.85,21.38,18.38,23.05,25.54
자본유보율,"3,458.68","3,534.57","3,687.37","3,822.62","3,906.61"
EPS(원),807,214,857,815,559
PER(배),14.68,47.14,9.22,10.39,16.07
BPS(원),"18,936","19,066","19,915","20,613","21,159"
PBR(배),0.63,0.53,0.40,0.41,0.42
현금DPS(원),100,100,150,150,150
현금배당수익률,0.84,0.99,1.90,1.77,1.67
현금배당성향(%),11.46,43.21,16.21,17.04,24.85
발행주식수(보통주),"8,600,000","8,600,000","8,600,000","8,600,000","8,600,000"
