주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,885,869,884,"1,019",903
영업이익,200,165,165,155,113
영업이익(발표기준),200,165,165,155,113
세전계속사업이익,200,184,181,161,124
당기순이익,155,143,143,114,95
  당기순이익(지배),159,141,141,114,93
  당기순이익(비지배),-4,2,1,0,2
자산총계,"1,070","1,159",911,930,949
부채총계,160,146,117,120,157
자본총계,910,"1,013",794,810,792
  자본총계(지배),903,"1,004",784,799,779
  자본총계(비지배),7,,10,11,13
자본금,40,40,35,35,35
영업활동현금흐름,183,180,148,181,88
투자활동현금흐름,-67,-9,219,-63,16
재무활동현금흐름,-104,-138,-356,-90,-92
CAPEX,34,44,21,28,36
FCF,149,136,127,154,52
이자발생부채,62,6,7,6,3
영업이익률,22.60,19.00,18.65,15.23,12.56
순이익률,17.52,16.40,16.12,11.20,10.55
ROE(%),18.23,14.75,15.81,14.36,11.78
ROA(%),14.90,12.80,13.78,12.39,10.15
부채비율,17.61,14.41,14.72,14.77,19.80
자본유보율,"2,166.79","2,304.79","2,734.19","2,059.56","2,070.95"
EPS(원),"2,107","1,869","1,959","1,716","1,404"
PER(배),16.81,16.16,15.67,17.89,21.83
BPS(원),"12,004","13,343","11,841","12,076","11,769"
PBR(배),2.95,2.26,2.59,2.54,2.60
현금DPS(원),"1,100","1,200","1,350","1,350","1,150"
현금배당수익률,3.11,3.97,4.40,4.40,3.75
현금배당성향(%),52.19,64.21,63.24,78.63,81.85
발행주식수(보통주),"7,523,802","7,523,802","6,621,120","6,621,120","6,621,120"
