주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,447,429,453,172,148
영업이익,-138,-150,-14,-126,-109
영업이익(발표기준),-138,-150,-14,-126,-109
세전계속사업이익,-186,-181,-14,-130,-109
당기순이익,-275,-185,-12,-130,-109
  당기순이익(지배),-275,-185,-12,-130,-109
  당기순이익(비지배),,,,,
자산총계,"1,091",906,860,737,820
부채총계,313,331,292,304,336
자본총계,778,575,568,433,484
  자본총계(지배),778,575,568,433,484
  자본총계(비지배),,,,,
자본금,42,42,42,42,42
영업활동현금흐름,51,-24,-32,-17,-42
투자활동현금흐름,0,-37,5,12,199
재무활동현금흐름,7,-14,32,15,-46
CAPEX,4,1,1,1,1
FCF,48,-25,-33,-18,-43
이자발생부채,174,145,179,194,146
영업이익률,-30.87,-34.91,-3.20,-73.40,-73.80
순이익률,-61.49,-43.20,-2.71,-75.54,-73.63
ROE(%),-29.48,-27.39,-2.15,-25.90,-23.74
ROA(%),-22.32,-18.55,-1.39,-16.24,-13.98
부채비율,40.29,57.66,51.41,70.17,69.54
자본유보율,"1,742.04","1,295.60","1,264.41",966.00,"1,052.59"
EPS(원),"-3,270","-2,204",-146,"-1,543","-1,295"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"9,257","6,840","6,763","5,154","5,759"
PBR(배),0.25,0.35,0.40,0.32,0.25
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,404,000","8,404,000","8,404,000","8,404,000","8,404,000"
