주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,068","3,568","4,407","4,050","4,690"
영업이익,-1,122,-12,-58,-316
영업이익(발표기준),-1,122,-12,-58,-316
세전계속사업이익,-50,-220,-72,-260,-369
당기순이익,-25,-248,-95,-298,-339
  당기순이익(지배),-16,-261,16,-134,-78
  당기순이익(비지배),-9,13,-112,-164,-260
자산총계,"3,456","3,660","4,535","4,528","5,203"
부채총계,"1,821","1,985","2,212","2,217","2,316"
자본총계,"1,635","1,675","2,323","2,312","2,887"
  자본총계(지배),"1,305","1,296","1,605","1,571","1,764"
  자본총계(비지배),330,,718,741,"1,123"
자본금,139,158,173,188,194
영업활동현금흐름,90,-45,-291,259,-13
투자활동현금흐름,-368,-2,-233,-47,20
재무활동현금흐름,195,104,554,11,367
CAPEX,36,18,31,29,99
FCF,53,-63,-322,230,-111
이자발생부채,"1,015",933,"1,060",781,432
영업이익률,-0.02,3.42,-0.26,-1.43,-6.74
순이익률,-0.81,-6.94,-2.17,-7.37,-7.22
ROE(%),-1.30,-20.04,1.10,-8.47,-4.69
ROA(%),-0.70,-6.96,-2.33,-6.59,-6.96
부채비율,111.40,118.46,95.24,95.88,80.22
자본유보율,"1,088.42",927.48,"1,003.14",901.86,951.17
EPS(원),-71,-913,52,-404,-219
PER(배),N/A,N/A,157.48,N/A,N/A
BPS(원),"5,639","4,775","5,134","4,585","4,962"
PBR(배),1.20,1.44,1.59,2.91,1.45
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"25,439,139","29,196,554","32,078,288","35,090,068","36,380,838"
