주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,568","5,064","4,987","6,128","6,537"
영업이익,-9,-18,66,101,126
영업이익(발표기준),-9,-18,66,101,126
세전계속사업이익,-2,-65,31,41,301
당기순이익,-3,-54,-2,-1,183
  당기순이익(지배),-1,-52,0,1,187
  당기순이익(비지배),-2,-2,-2,-3,-4
자산총계,"2,023","2,044","2,399","3,608","5,882"
부채총계,"1,261","1,366","1,755","1,954","2,547"
자본총계,762,678,644,"1,654","3,334"
  자본총계(지배),751,671,639,"1,655","3,330"
  자본총계(비지배),11,,5,0,4
자본금,86,86,86,86,125
영업활동현금흐름,37,126,301,127,270
투자활동현금흐름,-385,-57,-294,83,-280
재무활동현금흐름,29,-33,-43,49,-33
CAPEX,43,27,109,113,89
FCF,-6,99,192,14,181
이자발생부채,188,177,316,389,396
영업이익률,-0.20,-0.36,1.33,1.66,1.93
순이익률,-0.06,-1.07,-0.03,-0.02,2.79
ROE(%),-0.11,-7.38,0.01,0.13,7.48
ROA(%),-0.14,-2.67,-0.08,-0.05,3.85
부채비율,165.58,201.41,272.41,118.10,76.40
자본유보율,731.94,682.65,652.61,941.87,739.91
EPS(원),-3,-210,0,6,746
PER(배),N/A,N/A,"24,405.55","1,779.85",11.66
BPS(원),"3,003","2,684","2,556","6,619","13,329"
PBR(배),1.26,1.23,2.01,1.54,0.65
현금DPS(원),83,83,138,138,200
현금배당수익률,2.18,2.49,2.67,1.35,2.30
현금배당성향(%),"-2,644.68",-39.32,"65,227.49","2,405.86",26.79
발행주식수(보통주),"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000"
