주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,672,803,904,875,947
영업이익,4,28,42,46,66
영업이익(발표기준),4,28,42,46,66
세전계속사업이익,191,-897,471,"1,018",358
당기순이익,148,-679,368,793,284
  당기순이익(지배),138,-697,366,794,285
  당기순이익(비지배),10,17,3,0,-1
자산총계,"2,279","1,343","1,795","2,821","3,161"
부채총계,"1,023",664,744,955,999
자본총계,"1,256",680,"1,051","1,866","2,162"
  자본총계(지배),"1,235",667,"1,043","1,857","2,151"
  자본총계(비지배),21,13,8,9,11
자본금,63,90,91,91,91
영업활동현금흐름,29,-4,68,81,82
투자활동현금흐름,-196,43,-2,-70,-17
재무활동현금흐름,165,-32,-23,-23,-56
CAPEX,46,10,23,12,14
FCF,-16,-14,45,69,68
이자발생부채,588,429,428,416,374
영업이익률,0.63,3.47,4.60,5.22,7.02
순이익률,21.98,-84.60,40.74,90.69,30.03
ROE(%),11.84,-73.27,42.77,54.76,14.22
ROA(%),7.02,-37.50,23.46,34.38,9.51
부채비율,81.41,97.59,70.75,51.20,46.19
자본유보율,"1,769.21",599.88,998.49,"1,871.24","2,185.25"
EPS(원),979,"-4,218","2,037","4,364","1,566"
PER(배),5.78,N/A,2.08,1.09,2.81
BPS(원),"8,771","3,716","5,733","10,207","11,823"
PBR(배),0.64,1.14,0.74,0.47,0.37
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"14,081,547","17,934,432","18,193,230","18,193,230","18,193,230"
