주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,350","1,501","1,421","1,281","2,462"
영업이익,60,47,44,64,252
영업이익(발표기준),60,47,44,64,252
세전계속사업이익,68,43,27,61,238
당기순이익,54,32,21,47,184
  당기순이익(지배),54,32,21,47,184
  당기순이익(비지배),,,,,
자산총계,739,676,644,674,842
부채총계,335,267,239,248,255
자본총계,404,409,405,426,586
  자본총계(지배),404,409,405,426,586
  자본총계(비지배),,,,,
자본금,124,124,124,124,124
영업활동현금흐름,-25,99,56,30,83
투자활동현금흐름,24,-4,-7,-4,-16
재무활동현금흐름,-7,-92,-44,-32,-65
CAPEX,22,5,7,2,15
FCF,-46,94,49,28,68
이자발생부채,301,234,215,209,173
영업이익률,4.45,3.14,3.09,5.03,10.23
순이익률,3.96,2.15,1.49,3.71,7.45
ROE(%),13.77,7.93,5.19,11.42,36.24
ROA(%),7.23,4.55,3.20,7.21,24.21
부채비율,82.91,65.38,58.93,58.09,43.56
자본유보율,225.81,229.78,226.80,243.74,372.78
EPS(원),216,130,85,191,740
PER(배),9.80,16.54,31.94,11.94,7.19
BPS(원),"1,629","1,649","1,634","1,719","2,364"
PBR(배),1.30,1.30,1.66,1.33,2.25
현금DPS(원),100,100,100,120,150
현금배당수익률,4.73,4.65,3.68,5.25,2.82
현금배당성향(%),46.34,76.94,117.42,62.68,20.27
발행주식수(보통주),"24,803,369","24,803,369","24,803,369","24,803,369","24,803,369"
