주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,329,277,292,366,397
영업이익,14,7,5,52,54
영업이익(발표기준),14,7,5,52,54
세전계속사업이익,-27,9,6,50,59
당기순이익,-27,11,6,43,49
  당기순이익(지배),-27,11,6,43,49
  당기순이익(비지배),,,,,
자산총계,283,310,295,338,411
부채총계,47,51,34,37,49
자본총계,237,259,261,300,362
  자본총계(지배),237,259,261,300,362
  자본총계(비지배),,,,,
자본금,19,21,21,21,41
영업활동현금흐름,9,-28,25,81,64
투자활동현금흐름,117,-12,-1,-9,-145
재무활동현금흐름,-94,12,-17,-2,18
CAPEX,2,8,1,8,3
FCF,7,-37,24,73,60
이자발생부채,15,15,0,0,0
영업이익률,4.36,2.46,1.75,14.25,13.72
순이익률,-8.21,3.99,2.04,11.70,12.27
ROE(%),-14.27,4.46,2.29,15.26,14.69
ROA(%),-9.99,3.73,1.97,13.54,13.00
부채비율,19.74,19.73,13.17,12.34,13.46
자본유보율,"1,224.59","1,222.53","1,231.94","1,424.39",773.00
EPS(원),-71,27,14,103,117
PER(배),N/A,49.27,101.86,18.94,13.04
BPS(원),631,633,638,735,873
PBR(배),1.84,2.12,2.29,2.66,1.75
현금DPS(원),6,5,5,15,15
현금배당수익률,0.52,0.37,0.34,0.77,0.98
현금배당성향(%),-8.18,18.21,33.80,14.10,12.79
발행주식수(보통주),"38,086,390","41,486,390","41,486,390","41,486,390","41,486,390"
