주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,521","3,569","4,373","4,747","7,039","8,570","10,062","10,980"
영업이익,144,482,596,328,990,"1,462","1,910","2,420"
영업이익(발표기준),144,482,596,328,990,,,
세전계속사업이익,130,529,612,285,"1,092","1,542","1,967","2,470"
당기순이익,108,428,484,210,815,"1,182","1,536","1,930"
  당기순이익(지배),97,409,470,215,812,"1,184","1,486","1,880"
  당기순이익(비지배),12,19,14,-5,4,,,
자산총계,"2,844","3,672","4,328","5,540","7,243","7,975","9,565","11,360"
부채총계,"1,066","1,512","1,823","2,771","3,702","3,380","3,590","3,880"
자본총계,"1,778","2,160","2,506","2,769","3,541","4,595","5,975","7,480"
  자본총계(지배),"1,786","2,132","2,468","2,661","3,389","4,415","5,740","7,210"
  자본총계(비지배),-8,,38,109,153,,,
자본금,12,12,12,12,12,10,10,10
영업활동현금흐름,472,918,617,966,"1,924","1,725","2,170","2,290"
투자활동현금흐름,-267,-829,-430,-124,"-1,073",-570,-810,-630
재무활동현금흐름,-79,-35,-310,-321,-316,-250,-250,-210
CAPEX,126,430,277,160,275,300,450,380
FCF,347,488,340,807,"1,649","1,340","1,585","1,910"
이자발생부채,60,42,322,771,802,,,
영업이익률,5.71,13.51,13.64,6.91,14.07,17.06,18.98,22.04
순이익률,4.29,11.99,11.07,4.42,11.58,13.79,15.27,17.58
ROE(%),5.52,20.86,20.45,8.38,26.83,30.36,29.27,29.04
ROA(%),4.20,13.14,12.11,4.25,12.76,15.53,17.52,18.45
부채비율,59.97,70.03,72.74,100.05,104.53,73.56,60.08,51.87
자본유보율,"15,263.60","18,326.32","21,312.33","22,288.60","28,113.44",,,
EPS(원),831,"3,501","3,984","1,816","6,846","9,986","12,528","15,849"
PER(배),13.71,7.41,10.42,21.47,12.04,9.06,7.22,5.71
BPS(원),"15,379","18,246","21,175","22,616","28,762","37,475","48,721","61,199"
PBR(배),0.74,1.42,1.96,1.72,2.86,2.41,1.86,1.48
현금DPS(원),260,850,"1,100",750,"2,000","1,375","1,375","2,000"
현금배당수익률,2.28,3.28,2.65,1.92,2.43,1.52,1.52,2.21
현금배당성향(%),31.25,24.31,27.26,41.07,29.03,13.77,10.98,12.62
발행주식수(보통주),"11,621,880","11,761,880","11,821,880","11,845,380","11,861,880",,,
