주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,767,940,680,"1,597","3,034"
영업이익,-27,29,-79,69,300
영업이익(발표기준),-27,29,-79,69,300
세전계속사업이익,-21,14,-156,61,319
당기순이익,-22,9,-128,45,242
  당기순이익(지배),-22,9,-128,45,242
  당기순이익(비지배),,,,,
자산총계,589,658,942,985,"1,682"
부채총계,193,252,653,501,842
자본총계,396,406,289,484,840
  자본총계(지배),396,406,289,484,840
  자본총계(비지배),,,,,
자본금,50,50,50,65,76
영업활동현금흐름,60,62,-97,101,320
투자활동현금흐름,-28,-59,-154,-180,-80
재무활동현금흐름,-29,-2,321,-24,-113
CAPEX,23,29,174,172,159
FCF,37,33,-271,-71,161
이자발생부채,37,37,342,221,38
영업이익률,-3.49,3.13,-11.68,4.34,9.89
순이익률,-2.84,1.00,-18.80,2.83,7.99
ROE(%),-5.23,2.34,-36.78,11.71,36.63
ROA(%),-3.48,1.50,-15.98,4.70,18.19
부채비율,48.59,61.95,225.79,103.56,100.19
자본유보율,748.83,770.25,512.68,673.04,"1,016.06"
EPS(원),-217,94,"-1,278",412,"1,656"
PER(배),N/A,30.94,N/A,13.12,10.90
BPS(원),"4,118","4,220","3,003","3,797","5,630"
PBR(배),0.76,0.69,1.93,1.42,3.21
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,000,000","10,000,000","10,000,000","13,065,452","15,244,382"
