주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,741,844,803,820,"1,002"
영업이익,24,153,3,73,157
영업이익(발표기준),24,153,3,73,157
세전계속사업이익,-32,114,64,71,339
당기순이익,-62,101,58,51,300
  당기순이익(지배),-56,99,18,14,178
  당기순이익(비지배),-5,1,40,37,121
자산총계,"1,874","1,973","2,081","2,178","2,561"
부채총계,222,197,251,326,355
자본총계,"1,652","1,776","1,830","1,852","2,206"
  자본총계(지배),"1,275","1,388","1,403","1,387","1,616"
  자본총계(비지배),377,,428,465,590
자본금,137,137,137,137,137
영업활동현금흐름,38,57,137,178,158
투자활동현금흐름,-257,-147,-78,27,-395
재무활동현금흐름,19,-53,-16,-9,-18
CAPEX,11,4,17,12,8
FCF,28,53,120,166,150
이자발생부채,62,11,39,38,36
영업이익률,3.31,18.15,0.39,8.86,15.63
순이익률,-8.31,11.92,7.19,6.26,29.91
ROE(%),-4.40,7.46,1.27,1.04,11.87
ROA(%),-3.25,5.23,2.85,2.41,12.65
부채비율,13.44,11.06,13.72,17.59,16.10
자본유보율,861.05,"1,018.16","1,031.21","1,041.74","1,170.62"
EPS(원),-206,363,65,53,652
PER(배),N/A,12.30,62.11,114.31,8.52
BPS(원),"4,968","5,406","5,465","5,403","6,296"
PBR(배),1.11,0.83,0.74,1.12,0.88
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"27,345,997","27,345,997","27,345,997","27,345,997","27,345,997"
