주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,434,469,474,495,628
영업이익,-53,15,-2,43,70
영업이익(발표기준),-53,15,-2,43,70
세전계속사업이익,-73,19,21,65,121
당기순이익,-58,9,16,52,95
  당기순이익(지배),-58,9,16,52,95
  당기순이익(비지배),,,,,
자산총계,738,701,683,716,985
부채총계,315,280,246,233,332
자본총계,424,420,437,483,653
  자본총계(지배),424,420,437,483,653
  자본총계(비지배),,,,,
자본금,60,60,60,60,60
영업활동현금흐름,-10,11,72,62,20
투자활동현금흐름,-35,74,-10,14,-43
재무활동현금흐름,45,-85,-46,-42,89
CAPEX,12,3,7,14,25
FCF,-22,7,65,49,-5
이자발생부채,197,124,92,61,200
영업이익률,-12.18,3.13,-0.46,8.60,11.08
순이익률,-13.28,1.99,3.48,10.56,15.18
ROE(%),-12.60,2.21,3.84,11.38,16.79
ROA(%),-7.66,1.30,2.38,7.48,11.21
부채비율,74.25,66.62,56.36,48.31,50.80
자본유보율,657.51,660.71,671.06,745.24,883.01
EPS(원),-481,78,137,436,795
PER(배),N/A,48.35,32.06,16.07,8.86
BPS(원),"3,792","3,762","3,907","4,319","5,844"
PBR(배),1.21,1.00,1.13,1.62,1.20
현금DPS(원),100,100,100,100,100
현금배당수익률,2.17,2.66,2.27,1.43,1.42
현금배당성향(%),-19.38,119.78,67.87,21.38,11.72
발행주식수(보통주),"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000"
