주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,663","2,189","1,761","2,941","2,848","2,840","3,023","3,307"
영업이익,440,689,518,"1,083","1,030",907,958,"1,039"
영업이익(발표기준),440,689,518,"1,083","1,030",,,
세전계속사업이익,456,684,570,"1,161","1,210","1,060","1,139","1,240"
당기순이익,300,501,422,863,869,761,822,898
  당기순이익(지배),303,503,426,862,869,761,822,922
  당기순이익(비지배),-3,-2,-4,1,0,,,
자산총계,"3,235","3,968","4,140","5,427","6,153","6,941","7,805","8,653"
부채총계,540,829,583,"1,080","1,094","1,096","1,139","1,143"
자본총계,"2,695","3,139","3,556","4,347","5,059","5,845","6,666","7,510"
  자본총계(지배),"2,692","3,135","3,554","4,343","5,041","5,829","6,651","7,570"
  자본총계(비지배),3,,3,4,19,,,
자본금,177,177,177,177,177,178,178,178
영업활동현금흐름,377,822,196,"1,354",882,770,868,917
투자활동현금흐름,-134,-649,-290,-860,-821,-188,-204,-186
재무활동현금흐름,0,-48,-72,-85,-210,18,13,8
CAPEX,89,28,26,11,28,26,27,22
FCF,288,794,170,"1,343",853,719,766,788
이자발생부채,5,6,46,34,47,,,
영업이익률,26.47,31.46,29.42,36.81,36.17,31.95,31.70,31.43
순이익률,18.02,22.90,23.95,29.33,30.50,26.78,27.21,27.16
ROE(%),11.91,17.28,12.74,21.83,18.51,14.01,13.18,12.97
ROA(%),9.59,13.92,10.40,18.03,15.00,11.62,11.15,10.91
부채비율,20.05,26.39,16.41,24.85,21.62,18.75,17.09,15.22
자본유보율,"1,672.57","1,954.63","2,191.13","2,677.21","3,164.47",,,
EPS(원),857,"1,426","1,207","2,441","2,460","2,156","2,329","2,612"
PER(배),45.56,14.94,13.51,14.17,11.75,9.60,8.89,7.92
BPS(원),"8,582","10,075","11,420","14,184","16,832","19,466","22,208","25,276"
PBR(배),4.55,2.11,1.43,2.44,1.72,1.06,0.93,0.82
현금DPS(원),,,,,,0,0,0
현금배당수익률,,,,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"35,310,884","35,310,884","35,310,884","35,310,884","35,310,884",,,
