주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,282","1,152","1,184","1,175","1,424"
영업이익,16,24,8,30,59
영업이익(발표기준),16,24,8,30,59
세전계속사업이익,51,40,29,49,79
당기순이익,41,58,25,35,66
  당기순이익(지배),41,58,25,35,66
  당기순이익(비지배),,,,,
자산총계,"1,371","1,425","1,411","1,444","1,466"
부채총계,646,650,617,617,575
자본총계,725,775,794,827,891
  자본총계(지배),725,775,794,827,891
  자본총계(비지배),,,,,
자본금,39,39,39,39,39
영업활동현금흐름,150,215,140,151,171
투자활동현금흐름,-202,-138,-101,-38,-137
재무활동현금흐름,8,-50,-29,-32,-81
CAPEX,246,151,110,53,125
FCF,-96,63,30,98,46
이자발생부채,466,422,401,374,297
영업이익률,1.25,2.10,0.67,2.52,4.16
순이익률,3.23,5.03,2.11,3.02,4.61
ROE(%),5.84,7.73,3.18,4.37,7.65
ROA(%),3.04,4.15,1.76,2.48,4.51
부채비율,89.09,83.79,77.75,74.64,64.54
자본유보율,"1,703.69","1,831.45","1,877.63","1,962.56","2,124.32"
EPS(원),525,736,317,450,834
PER(배),10.57,5.75,14.30,11.18,7.91
BPS(원),"9,208","9,847","10,078","10,503","11,311"
PBR(배),0.60,0.43,0.45,0.48,0.58
현금DPS(원),80,60,50,50,70
현금배당수익률,1.44,1.42,1.10,0.99,1.06
현금배당성향(%),15.23,8.15,15.76,11.11,8.39
발행주식수(보통주),"7,874,963","7,874,963","7,874,963","7,874,963",
