주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,451,539,669,756,910
영업이익,52,84,76,23,78
영업이익(발표기준),52,84,76,23,78
세전계속사업이익,52,73,73,15,81
당기순이익,41,57,57,15,67
  당기순이익(지배),41,57,57,15,67
  당기순이익(비지배),,,,,
자산총계,329,390,"1,067","1,146","1,390"
부채총계,80,101,235,315,507
자본총계,248,288,832,831,883
  자본총계(지배),248,288,832,831,883
  자본총계(비지배),,,,,
자본금,66,66,89,89,89
영업활동현금흐름,41,54,54,-62,87
투자활동현금흐름,-41,-6,-455,200,-428
재무활동현금흐름,-3,-15,488,-23,193
CAPEX,11,5,11,223,429
FCF,30,49,43,-285,-342
이자발생부채,5,0,79,84,289
영업이익률,11.57,15.60,11.39,3.06,8.54
순이익률,9.11,10.54,8.51,2.02,7.37
ROE(%),17.84,21.15,10.18,1.84,7.82
ROA(%),13.40,15.81,7.82,1.38,5.29
부채비율,32.32,35.11,28.31,37.91,57.43
자본유보율,278.13,344.17,841.38,840.35,899.16
EPS(원),312,431,400,86,378
PER(배),,,26.37,162.52,26.88
BPS(원),"1,887","2,191","4,685","4,680","4,974"
PBR(배),0.00,0.00,2.25,2.99,2.04
현금DPS(원),75,0,80,50,80
현금배당수익률,,,0.76,0.36,0.79
현금배당성향(%),24.05,0.00,24.92,58.04,21.19
발행주식수(보통주),"13,163,780","13,163,780","17,752,276","17,752,276","17,752,276"
