주요재무정보,"2018/06
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,204","1,449","3,110","3,076","3,238"
영업이익,121,205,382,333,261
영업이익(발표기준),121,205,382,333,261
세전계속사업이익,129,173,358,295,286
당기순이익,110,155,298,277,236
  당기순이익(지배),67,90,167,185,126
  당기순이익(비지배),43,65,131,92,110
자산총계,"3,212","3,377","3,675","4,098","4,554"
부채총계,"1,163","1,210","1,205","1,306","1,390"
자본총계,"2,049","2,167","2,470","2,791","3,164"
  자본총계(지배),"1,314","1,385","1,550","1,776","2,078"
  자본총계(비지배),735,,921,"1,015","1,086"
자본금,112,112,112,117,131
영업활동현금흐름,613,141,330,340,308
투자활동현금흐름,-675,-255,-319,-234,-621
재무활동현금흐름,15,19,79,192,95
CAPEX,733,284,161,86,190
FCF,-120,-143,169,254,117
이자발생부채,255,261,373,535,519
영업이익률,5.50,14.13,12.29,10.81,8.05
순이익률,4.97,10.67,9.58,9.01,7.29
ROE(%),5.20,6.64,11.37,11.11,6.52
ROA(%),3.65,4.69,8.45,7.13,5.46
부채비율,56.77,55.84,48.78,46.81,43.94
자본유보율,"1,079.44","1,144.31","1,287.63","1,424.96","1,496.59"
EPS(원),299,401,746,825,500
PER(배),23.47,13.76,8.49,11.24,18.27
BPS(원),"5,879","6,198","6,932","7,618","7,930"
PBR(배),1.19,0.89,0.91,1.22,1.15
현금DPS(원),0,50,50,50,50
현금배당수익률,0.00,0.91,0.79,0.54,0.55
현금배당성향(%),0.00,12.46,6.70,6.31,10.43
발행주식수(보통주),"22,353,873","22,353,873","22,353,873","23,315,411","26,200,025"
