주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,250","1,099",922,773,789
영업이익,0,0,-78,-103,-46
영업이익(발표기준),0,0,-78,-103,-46
세전계속사업이익,14,-42,-81,-201,-69
당기순이익,9,-35,-67,-156,-97
  당기순이익(지배),9,-35,-67,-156,-97
  당기순이익(비지배),0,0,0,0,0
자산총계,"1,227","1,371","1,291","1,400","1,365"
부채총계,768,945,932,810,841
자본총계,459,427,359,591,524
  자본총계(지배),458,426,359,590,524
  자본총계(비지배),1,0,0,0,0
자본금,104,104,104,136,141
영업활동현금흐름,34,-53,-5,-28,-56
투자활동현금흐름,-30,-22,-22,32,20
재무활동현금흐름,-1,174,-34,-48,45
CAPEX,15,33,54,7,6
FCF,19,-86,-58,-34,-63
이자발생부채,658,817,766,710,732
영업이익률,0.02,0.03,-8.43,-13.33,-5.87
순이익률,0.69,-3.21,-7.22,-20.23,-12.31
ROE(%),1.87,-7.89,-16.98,-32.96,-17.43
ROA(%),0.70,-2.71,-5.01,-11.62,-7.03
부채비율,167.34,221.50,259.74,137.09,160.40
자본유보율,169.87,136.37,71.86,28.51,-16.83
EPS(원),41,-168,-320,-705,-344
PER(배),44.93,N/A,N/A,N/A,N/A
BPS(원),"2,350","2,186","1,839","2,281","1,942"
PBR(배),0.79,1.05,1.04,1.15,0.64
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"20,800,000","20,800,000","20,800,000","27,179,476","28,269,988"
