주요재무정보,"2018/06
(IFRS별도)","2019/06
(IFRS별도)","2020/06
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,509,517,524,262,574
영업이익,113,109,97,14,49
영업이익(발표기준),113,109,97,14,49
세전계속사업이익,111,110,100,19,52
당기순이익,85,87,80,19,43
  당기순이익(지배),85,87,80,19,43
  당기순이익(비지배),,,,,
자산총계,690,763,"1,070","1,062","1,190"
부채총계,249,239,303,293,381
자본총계,441,524,768,769,809
  자본총계(지배),441,524,768,769,809
  자본총계(비지배),,,,,
자본금,16,16,18,18,26
영업활동현금흐름,66,68,79,4,80
투자활동현금흐름,-34,-61,-78,-97,-149
재무활동현금흐름,-13,-18,194,-4,53
CAPEX,16,20,47,26,67
FCF,51,48,33,-22,14
이자발생부채,130,112,155,172,231
영업이익률,22.13,21.14,18.58,5.20,8.51
순이익률,16.67,16.74,15.34,7.12,7.43
ROE(%),21.77,17.95,12.45,2.43,5.41
ROA(%),12.95,11.92,8.77,1.75,3.79
부채비율,56.52,45.50,39.41,38.12,47.06
자본유보율,"2,744.91","3,282.50","4,252.90","4,249.42","2,941.55"
EPS(원),730,745,691,142,323
PER(배),,,,101.47,32.48
BPS(원),"3,793","4,510","5,820","5,829","6,136"
PBR(배),0.00,0.00,0.00,2.46,1.71
현금DPS(원),0,0,137,32,48
현금배당수익률,,,,0.22,0.46
현금배당성향(%),0.00,0.00,22.42,22.60,14.84
발행주식수(보통주),"11,625,000","11,625,000","13,188,622","13,188,622","13,188,622"
