주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,064","1,025","1,140",918,535
영업이익,10,-80,-45,-81,-185
영업이익(발표기준),10,-80,-45,-81,-185
세전계속사업이익,78,-184,-66,-565,-536
당기순이익,78,-184,-76,-558,-493
  당기순이익(지배),78,-182,-76,-558,-492
  당기순이익(비지배),,-2,0,0,-1
자산총계,990,"3,711","4,049","3,272","2,708"
부채총계,462,"1,650",705,395,242
자본총계,528,"2,061","3,344","2,877","2,466"
  자본총계(지배),528,"2,040","3,338","2,872","2,462"
  자본총계(비지배),,22,6,6,4
자본금,138,186,240,240,482
영업활동현금흐름,-3,-111,-124,20,-141
투자활동현금흐름,22,"-1,620",541,1,88
재무활동현금흐름,74,"1,765",-218,-17,-6
CAPEX,3,4,61,84,24
FCF,-6,-115,-184,-64,-164
이자발생부채,114,937,120,114,46
영업이익률,0.93,-7.77,-3.93,-8.79,-34.55
순이익률,7.29,-17.98,-6.63,-60.82,-92.14
ROE(%),19.28,-14.17,-2.83,-17.97,-18.43
ROA(%),8.54,-7.84,-1.95,-15.25,-16.49
부채비율,87.44,80.06,21.08,13.71,9.81
자본유보율,282.46,"1,018.78","1,207.36",974.41,402.43
EPS(원),152,-303,-85,-593,-520
PER(배),25.51,N/A,N/A,N/A,N/A
BPS(원),927,"2,809","3,547","3,051","2,578"
PBR(배),4.18,3.06,3.91,4.46,4.83
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"56,960,756","72,597,250","94,114,906","94,140,906","95,498,081"
