주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,274","1,566","1,563","1,407","1,247"
영업이익,194,103,-164,-37,-348
영업이익(발표기준),194,103,-164,-37,-348
세전계속사업이익,190,83,-170,-92,-421
당기순이익,135,61,-196,-98,-451
  당기순이익(지배),141,66,-184,-87,-436
  당기순이익(비지배),-7,-5,-12,-11,-16
자산총계,"1,281","1,502","1,372","1,463","1,465"
부채총계,221,364,410,597,975
자본총계,"1,060","1,138",962,866,490
  자본총계(지배),"1,047","1,092",907,820,460
  자본총계(비지배),13,46,55,47,30
자본금,110,112,112,112,112
영업활동현금흐름,-71,-199,67,-46,-173
투자활동현금흐름,-344,22,-75,-97,-20
재무활동현금흐름,362,191,6,168,200
CAPEX,196,62,119,40,142
FCF,-267,-261,-51,-86,-315
이자발생부채,49,247,253,349,701
영업이익률,15.26,6.60,-10.50,-2.64,-27.93
순이익률,10.56,3.87,-12.56,-6.94,-36.21
ROE(%),17.89,6.15,-18.46,-10.04,-68.12
ROA(%),13.69,4.36,-13.66,-6.89,-30.85
부채비율,20.83,31.95,42.64,68.88,199.06
자본유보율,842.43,888.98,724.41,647.07,321.13
EPS(원),655,294,-823,-387,"-1,944"
PER(배),22.45,29.64,N/A,N/A,N/A
BPS(원),"4,746","4,870","4,047","3,656","2,050"
PBR(배),3.10,1.79,1.22,1.30,1.56
현금DPS(원),150,0,0,0,0
현금배당수익률,1.02,0.00,0.00,0.00,0.00
현금배당성향(%),23.40,0.00,0.00,0.00,
발행주식수(보통주),"22,064,400","22,415,066","22,415,066","22,415,066","22,415,066"
