주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,143,175,731,136,149
영업이익,-8,-2,-88,-149,29
영업이익(발표기준),-8,-2,-88,-149,29
세전계속사업이익,-8,-39,-101,-139,-29
당기순이익,-14,-39,-85,-342,-74
  당기순이익(지배),-14,-38,-76,-250,-58
  당기순이익(비지배),0,0,-9,-91,-16
자산총계,382,628,"1,191",994,385
부채총계,14,150,533,649,125
자본총계,368,478,658,346,259
  자본총계(지배),366,478,507,284,259
  자본총계(비지배),1,,151,61,
자본금,106,126,148,182,196
영업활동현금흐름,12,-24,-176,-98,90
투자활동현금흐름,-65,-252,70,-100,18
재무활동현금흐름,1,280,95,158,-119
CAPEX,2,10,3,2,22
FCF,10,-34,-179,-100,67
이자발생부채,0,87,352,435,74
영업이익률,-5.52,-1.24,-12.07,-109.35,19.18
순이익률,-9.84,-22.10,-11.62,-251.19,-49.87
ROE(%),-3.69,-9.07,-15.37,-63.28,-21.29
ROA(%),-3.45,-7.66,-9.34,-31.26,-10.76
부채비율,3.93,31.27,81.06,187.57,48.38
자본유보율,281.00,309.07,266.41,112.68,83.46
EPS(원),-67,-165,-273,-727,-152
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,735","1,905","1,717",780,663
PBR(배),2.38,1.40,0.84,1.30,1.72
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"21,115,308","25,115,308","29,515,308","36,458,459","39,111,384"
